candidate,party,office,district,town,votes,precinct
Uncommitted,Democratic Party,President,,New Haven,1,Bishop Woods School
Donald J. Trump,Republican Party,President,,New Haven,7,Bishop Woods School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Bishop Woods School
Uncommitted,Republican Party,President,,New Haven,0,Bishop Woods School
Joe Biden,Democratic Party,President,,New Haven,71,Brennan Rogers
Bernie Sanders,Democratic Party,President,,New Haven,10,Brennan Rogers
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Brennan Rogers
Uncommitted,Democratic Party,President,,New Haven,0,Brennan Rogers
Donald J. Trump,Republican Party,President,,New Haven,1,Brennan Rogers
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Brennan Rogers
Uncommitted,Republican Party,President,,New Haven,0,Brennan Rogers
Joe Biden,Democratic Party,President,,New Haven,78,Career High School
Bernie Sanders,Democratic Party,President,,New Haven,6,Career High School
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Career High School
Uncommitted,Democratic Party,President,,New Haven,1,Career High School
Donald J. Trump,Republican Party,President,,New Haven,2,Career High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Career High School
Uncommitted,Republican Party,President,,New Haven,0,Career High School
Joe Biden,Democratic Party,President,,New Haven,16,Career High School02
Bernie Sanders,Democratic Party,President,,New Haven,1,Career High School02
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Career High School02
Uncommitted,Democratic Party,President,,New Haven,0,Career High School02
Donald J. Trump,Republican Party,President,,New Haven,0,Career High School02
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Career High School02
Uncommitted,Republican Party,President,,New Haven,0,Career High School02
Joe Biden,Democratic Party,President,,New Haven,94,Celentano Museum Academy
Joe Biden,Democratic Party,President,,New Haven,68,Celentano Museum Academy
Bernie Sanders,Democratic Party,President,,New Haven,3,Celentano Museum Academy
Bernie Sanders,Democratic Party,President,,New Haven,16,Celentano Museum Academy
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Celentano Museum Academy
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Celentano Museum Academy
Uncommitted,Democratic Party,President,,New Haven,0,Celentano Museum Academy
Uncommitted,Democratic Party,President,,New Haven,4,Celentano Museum Academy
Donald J. Trump,Republican Party,President,,New Haven,0,Celentano Museum Academy
Donald J. Trump,Republican Party,President,,New Haven,1,Celentano Museum Academy
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Celentano Museum Academy
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Celentano Museum Academy
Uncommitted,Republican Party,President,,New Haven,0,Celentano Museum Academy
Uncommitted,Republican Party,President,,New Haven,1,Celentano Museum Academy
Joe Biden,Democratic Party,President,,New Haven,55,Community Room
Bernie Sanders,Democratic Party,President,,New Haven,9,Community Room
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Community Room
Uncommitted,Democratic Party,President,,New Haven,2,Community Room
Donald J. Trump,Republican Party,President,,New Haven,7,Community Room
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Community Room
Uncommitted,Republican Party,President,,New Haven,0,Community Room
Joe Biden,Democratic Party,President,,New Haven,135,Conte-West Hills School 02
Bernie Sanders,Democratic Party,President,,New Haven,44,Conte-West Hills School 02
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Conte-West Hills School 02
Uncommitted,Democratic Party,President,,New Haven,6,Conte-West Hills School 02
Donald J. Trump,Republican Party,President,,New Haven,4,Conte-West Hills School 02
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Conte-West Hills School 02
Uncommitted,Republican Party,President,,New Haven,2,Conte-West Hills School 02
Joe Biden,Democratic Party,President,,New Haven,27,Conte-West Schools 8-01
Bernie Sanders,Democratic Party,President,,New Haven,4,Conte-West Schools 8-01
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Conte-West Schools 8-01
Uncommitted,Democratic Party,President,,New Haven,0,Conte-West Schools 8-01
Donald J. Trump,Republican Party,President,,New Haven,1,Conte-West Schools 8-01
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Conte-West Schools 8-01
Uncommitted,Republican Party,President,,New Haven,0,Conte-West Schools 8-01
Joe Biden,Democratic Party,President,,New Haven,365,Davis Street School
Bernie Sanders,Democratic Party,President,,New Haven,45,Davis Street School
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Davis Street School
Uncommitted,Democratic Party,President,,New Haven,6,Davis Street School
Donald J. Trump,Republican Party,President,,New Haven,10,Davis Street School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,2,Davis Street School
Uncommitted,Republican Party,President,,New Haven,4,Davis Street School
Joe Biden,Democratic Party,President,,New Haven,51,Eastview Terrace
Bernie Sanders,Democratic Party,President,,New Haven,5,Eastview Terrace
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Eastview Terrace
Uncommitted,Democratic Party,President,,New Haven,5,Eastview Terrace
Donald J. Trump,Republican Party,President,,New Haven,2,Eastview Terrace
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Eastview Terrace
Uncommitted,Republican Party,President,,New Haven,0,Eastview Terrace
Joe Biden,Democratic Party,President,,New Haven,335,Edgewood School
Bernie Sanders,Democratic Party,President,,New Haven,100,Edgewood School
Tulsi Gabbard,Democratic Party,President,,New Haven,6,Edgewood School
Uncommitted,Democratic Party,President,,New Haven,9,Edgewood School
Donald J. Trump,Republican Party,President,,New Haven,18,Edgewood School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,2,Edgewood School
Uncommitted,Republican Party,President,,New Haven,2,Edgewood School
Joe Biden,Democratic Party,President,,New Haven,192,Firehouse Ellsworth
Bernie Sanders,Democratic Party,President,,New Haven,41,Firehouse Ellsworth
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Firehouse Ellsworth
Uncommitted,Democratic Party,President,,New Haven,3,Firehouse Ellsworth
Donald J. Trump,Republican Party,President,,New Haven,2,Firehouse Ellsworth
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Firehouse Ellsworth
Uncommitted,Republican Party,President,,New Haven,0,Firehouse Ellsworth
Joe Biden,Democratic Party,President,,New Haven,194,Firehouse Woodward
Bernie Sanders,Democratic Party,President,,New Haven,38,Firehouse Woodward
Tulsi Gabbard,Democratic Party,President,,New Haven,5,Firehouse Woodward
Uncommitted,Democratic Party,President,,New Haven,8,Firehouse Woodward
Donald J. Trump,Republican Party,President,,New Haven,19,Firehouse Woodward
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,2,Firehouse Woodward
Uncommitted,Republican Party,President,,New Haven,0,Firehouse Woodward
Joe Biden,Democratic Party,President,,New Haven,133,Hall Of Records 02
Bernie Sanders,Democratic Party,President,,New Haven,47,Hall Of Records 02
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Hall Of Records 02
Uncommitted,Democratic Party,President,,New Haven,5,Hall Of Records 02
Donald J. Trump,Republican Party,President,,New Haven,5,Hall Of Records 02
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Hall Of Records 02
Uncommitted,Republican Party,President,,New Haven,1,Hall Of Records 02
Joe Biden,Democratic Party,President,,New Haven,244,Hillhouse High School
Bernie Sanders,Democratic Party,President,,New Haven,20,Hillhouse High School
Tulsi Gabbard,Democratic Party,President,,New Haven,4,Hillhouse High School
Uncommitted,Democratic Party,President,,New Haven,3,Hillhouse High School
Donald J. Trump,Republican Party,President,,New Haven,3,Hillhouse High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Hillhouse High School
Uncommitted,Republican Party,President,,New Haven,3,Hillhouse High School
Joe Biden,Democratic Party,President,,New Haven,55,John S. Martinez School
Bernie Sanders,Democratic Party,President,,New Haven,11,John S. Martinez School
Tulsi Gabbard,Democratic Party,President,,New Haven,0,John S. Martinez School
Uncommitted,Democratic Party,President,,New Haven,5,John S. Martinez School
Donald J. Trump,Republican Party,President,,New Haven,4,John S. Martinez School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,John S. Martinez School
Uncommitted,Republican Party,President,,New Haven,0,John S. Martinez School
Joe Biden,Democratic Party,President,,New Haven,121,King-Robinson School
Bernie Sanders,Democratic Party,President,,New Haven,8,King-Robinson School
Tulsi Gabbard,Democratic Party,President,,New Haven,1,King-Robinson School
Uncommitted,Democratic Party,President,,New Haven,3,King-Robinson School
Donald J. Trump,Republican Party,President,,New Haven,1,King-Robinson School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,King-Robinson School
Uncommitted,Republican Party,President,,New Haven,0,King-Robinson School
Joe Biden,Democratic Party,President,,New Haven,323,Lincoln-Bassett School
Bernie Sanders,Democratic Party,President,,New Haven,26,Lincoln-Bassett School
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Lincoln-Bassett School
Uncommitted,Democratic Party,President,,New Haven,1,Lincoln-Bassett School
Donald J. Trump,Republican Party,President,,New Haven,2,Lincoln-Bassett School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Lincoln-Bassett School
Uncommitted,Republican Party,President,,New Haven,0,Lincoln-Bassett School
Joe Biden,Democratic Party,President,,New Haven,3918,Main Library
Bernie Sanders,Democratic Party,President,,New Haven,727,Main Library
Tulsi Gabbard,Democratic Party,President,,New Haven,40,Main Library
Uncommitted,Democratic Party,President,,New Haven,65,Main Library
Donald J. Trump,Republican Party,President,,New Haven,86,Main Library
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,18,Main Library
Uncommitted,Republican Party,President,,New Haven,42,Main Library
Joe Biden,Democratic Party,President,,New Haven,194,Mauro Sheridan School
Bernie Sanders,Democratic Party,President,,New Haven,24,Mauro Sheridan School
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Mauro Sheridan School
Uncommitted,Democratic Party,President,,New Haven,2,Mauro Sheridan School
Donald J. Trump,Republican Party,President,,New Haven,5,Mitchell Library
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Mitchell Library
Uncommitted,Republican Party,President,,New Haven,0,Mitchell Library
Joe Biden,Democratic Party,President,,New Haven,165,Nathan Hale School
Bernie Sanders,Democratic Party,President,,New Haven,36,Nathan Hale School
Tulsi Gabbard,Democratic Party,President,,New Haven,7,Nathan Hale School
Uncommitted,Democratic Party,President,,New Haven,19,Nathan Hale School
Donald J. Trump,Republican Party,President,,New Haven,38,Nathan Hale School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Nathan Hale School
Uncommitted,Republican Party,President,,New Haven,1,Nathan Hale School
Joe Biden,Democratic Party,President,,New Haven,82,New Horizons School 02
Bernie Sanders,Democratic Party,President,,New Haven,8,New Horizons School 02
Tulsi Gabbard,Democratic Party,President,,New Haven,1,New Horizons School 02
Uncommitted,Democratic Party,President,,New Haven,1,New Horizons School 02
Donald J. Trump,Republican Party,President,,New Haven,5,New Horizons School 02
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,New Horizons School 02
Uncommitted,Republican Party,President,,New Haven,1,New Horizons School 02
Joe Biden,Democratic Party,President,,New Haven,7,New Horizons School 03
Bernie Sanders,Democratic Party,President,,New Haven,0,New Horizons School 03
Tulsi Gabbard,Democratic Party,President,,New Haven,1,New Horizons School 03
Uncommitted,Democratic Party,President,,New Haven,0,New Horizons School 03
Donald J. Trump,Republican Party,President,,New Haven,0,New Horizons School 03
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,New Horizons School 03
Uncommitted,Republican Party,President,,New Haven,0,New Horizons School 03
Joe Biden,Democratic Party,President,,New Haven,121,Old West Hills
Bernie Sanders,Democratic Party,President,,New Haven,12,Old West Hills
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Old West Hills
Uncommitted,Democratic Party,President,,New Haven,5,Old West Hills
Donald J. Trump,Republican Party,President,,New Haven,1,Old West Hills
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Old West Hills
Uncommitted,Republican Party,President,,New Haven,0,Old West Hills
Joe Biden,Democratic Party,President,,New Haven,21,Ross/woodward
Joe Biden,Democratic Party,President,,New Haven,116,Ross/woodward
Bernie Sanders,Democratic Party,President,,New Haven,1,Ross/woodward
Bernie Sanders,Democratic Party,President,,New Haven,30,Ross/woodward
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Ross/woodward
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Ross/woodward
Uncommitted,Democratic Party,President,,New Haven,3,Ross/woodward
Uncommitted,Democratic Party,President,,New Haven,0,Ross/woodward
Donald J. Trump,Republican Party,President,,New Haven,2,Ross/woodward
Donald J. Trump,Republican Party,President,,New Haven,4,Ross/woodward
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Ross/woodward
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Ross/woodward
Uncommitted,Republican Party,President,,New Haven,0,Ross/woodward
Uncommitted,Republican Party,President,,New Haven,0,Ross/woodward
Joe Biden,Democratic Party,President,,New Haven,90,Troup Academy
Bernie Sanders,Democratic Party,President,,New Haven,31,Troup Academy
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Troup Academy
Uncommitted,Democratic Party,President,,New Haven,2,Troup Academy
Donald J. Trump,Republican Party,President,,New Haven,0,Troup Academy
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,1,Troup Academy
Uncommitted,Republican Party,President,,New Haven,1,Troup Academy
Joe Biden,Democratic Party,President,,New Haven,81,Truman School
Bernie Sanders,Democratic Party,President,,New Haven,3,Truman School
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Truman School
Uncommitted,Democratic Party,President,,New Haven,3,Truman School
Donald J. Trump,Republican Party,President,,New Haven,2,Truman School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Truman School
Uncommitted,Republican Party,President,,New Haven,0,Truman School
Joe Biden,Democratic Party,President,,New Haven,25,Truman School 02
Bernie Sanders,Democratic Party,President,,New Haven,2,Truman School 02
Tulsi Gabbard,Democratic Party,President,,New Haven,0,Truman School 02
Uncommitted,Democratic Party,President,,New Haven,0,Truman School 02
Donald J. Trump,Republican Party,President,,New Haven,0,Truman School 02
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Truman School 02
Uncommitted,Republican Party,President,,New Haven,0,Truman School 02
Joe Biden,Democratic Party,President,,New Haven,86,Wexler Grant School
Joe Biden,Democratic Party,President,,New Haven,75,Wexler Grant School
Bernie Sanders,Democratic Party,President,,New Haven,8,Wexler Grant School
Bernie Sanders,Democratic Party,President,,New Haven,17,Wexler Grant School
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Wexler Grant School
Tulsi Gabbard,Democratic Party,President,,New Haven,1,Wexler Grant School
Uncommitted,Democratic Party,President,,New Haven,0,Wexler Grant School
Uncommitted,Democratic Party,President,,New Haven,0,Wexler Grant School
Donald J. Trump,Republican Party,President,,New Haven,0,Wexler Grant School
Donald J. Trump,Republican Party,President,,New Haven,3,Wexler Grant School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Wexler Grant School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Wexler Grant School
Uncommitted,Republican Party,President,,New Haven,0,Wexler Grant School
Uncommitted,Republican Party,President,,New Haven,0,Wexler Grant School
Joe Biden,Democratic Party,President,,New Haven,178,Wilbur Cross High School - Federal
Bernie Sanders,Democratic Party,President,,New Haven,66,Wilbur Cross High School - Federal
Tulsi Gabbard,Democratic Party,President,,New Haven,3,Wilbur Cross High School - Federal
Uncommitted,Democratic Party,President,,New Haven,6,Wilbur Cross High School - Federal
Donald J. Trump,Republican Party,President,,New Haven,10,Wilbur Cross High School - Federal
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Wilbur Cross High School - Federal
Uncommitted,Republican Party,President,,New Haven,1,Wilbur Cross High School - Federal
Joe Biden,Democratic Party,President,,New Haven,119,Wilbur Cross High School - Ward 9
Bernie Sanders,Democratic Party,President,,New Haven,78,Wilbur Cross High School - Ward 9
Tulsi Gabbard,Democratic Party,President,,New Haven,2,Wilbur Cross High School - Ward 9
Uncommitted,Democratic Party,President,,New Haven,3,Wilbur Cross High School - Ward 9
Donald J. Trump,Republican Party,President,,New Haven,3,Wilbur Cross High School - Ward 9
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Haven,0,Wilbur Cross High School - Ward 9
Uncommitted,Republican Party,President,,New Haven,0,Wilbur Cross High School - Ward 9
Joe Biden,Democratic Party,President,,New London,136,Harbor School
Bernie Sanders,Democratic Party,President,,New London,57,Harbor School
Tulsi Gabbard,Democratic Party,President,,New London,3,Harbor School
Uncommitted,Democratic Party,President,,New London,10,Harbor School
Donald J. Trump,Republican Party,President,,New London,31,Harbor School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New London,3,Harbor School
Uncommitted,Republican Party,President,,New London,2,Harbor School
Thomas Gilmer,Republican Party,U.S. House,2,New London,12,Harbor School
Justin Anderson,Republican Party,U.S. House,2,New London,19,Harbor School
Joe Biden,Democratic Party,President,,New London,113,Nathan Hale School
Bernie Sanders,Democratic Party,President,,New London,26,Nathan Hale School
Tulsi Gabbard,Democratic Party,President,,New London,4,Nathan Hale School
Uncommitted,Democratic Party,President,,New London,7,Nathan Hale School
Donald J. Trump,Republican Party,President,,New London,22,Nathan Hale School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New London,1,Nathan Hale School
Uncommitted,Republican Party,President,,New London,3,Nathan Hale School
Thomas Gilmer,Republican Party,U.S. House,2,New London,6,Nathan Hale School
Justin Anderson,Republican Party,U.S. House,2,New London,17,Nathan Hale School
Joe Biden,Democratic Party,President,,New London,0,New London High School
Bernie Sanders,Democratic Party,President,,New London,0,New London High School
Tulsi Gabbard,Democratic Party,President,,New London,0,New London High School
Uncommitted,Democratic Party,President,,New London,0,New London High School
Donald J. Trump,Republican Party,President,,New London,0,New London High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New London,0,New London High School
Uncommitted,Republican Party,President,,New London,0,New London High School
Joe Biden,Democratic Party,President,,New London,1066,New London STM High School
Bernie Sanders,Democratic Party,President,,New London,214,New London STM High School
Tulsi Gabbard,Democratic Party,President,,New London,16,New London STM High School
Uncommitted,Democratic Party,President,,New London,21,New London STM High School
Donald J. Trump,Republican Party,President,,New London,91,New London STM High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New London,12,New London STM High School
Uncommitted,Republican Party,President,,New London,31,New London STM High School
Thomas Gilmer,Republican Party,U.S. House,2,New London,55,New London STM High School
Justin Anderson,Republican Party,U.S. House,2,New London,54,New London STM High School
Joe Biden,Democratic Party,President,,New Milford,80,Catherine E Lillis Building
Bernie Sanders,Democratic Party,President,,New Milford,24,Catherine E Lillis Building
Tulsi Gabbard,Democratic Party,President,,New Milford,1,Catherine E Lillis Building
Uncommitted,Democratic Party,President,,New Milford,2,Catherine E Lillis Building
Donald J. Trump,Republican Party,President,,New Milford,48,Catherine E Lillis Building
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,0,Catherine E Lillis Building
Uncommitted,Republican Party,President,,New Milford,6,Catherine E Lillis Building
Joe Biden,Democratic Party,President,,New Milford,25,Gaylordsville Fire House
Bernie Sanders,Democratic Party,President,,New Milford,6,Gaylordsville Fire House
Tulsi Gabbard,Democratic Party,President,,New Milford,1,Gaylordsville Fire House
Uncommitted,Democratic Party,President,,New Milford,1,Gaylordsville Fire House
Donald J. Trump,Republican Party,President,,New Milford,43,Gaylordsville Fire House
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,0,Gaylordsville Fire House
Uncommitted,Republican Party,President,,New Milford,2,Gaylordsville Fire House
Joe Biden,Democratic Party,President,,New Milford,6,Hill & Plain School
Bernie Sanders,Democratic Party,President,,New Milford,5,Hill & Plain School
Tulsi Gabbard,Democratic Party,President,,New Milford,4,Hill & Plain School
Uncommitted,Democratic Party,President,,New Milford,3,Hill & Plain School
Donald J. Trump,Republican Party,President,,New Milford,7,Hill & Plain School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,6,Hill & Plain School
Uncommitted,Republican Party,President,,New Milford,2,Hill & Plain School
Joe Biden,Democratic Party,President,,New Milford,1031,Northville School
Bernie Sanders,Democratic Party,President,,New Milford,129,Northville School
Tulsi Gabbard,Democratic Party,President,,New Milford,8,Northville School
Uncommitted,Democratic Party,President,,New Milford,10,Northville School
Donald J. Trump,Republican Party,President,,New Milford,333,Northville School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,32,Northville School
Uncommitted,Republican Party,President,,New Milford,59,Northville School
Joe Biden,Democratic Party,President,,New Milford,33,Odd Fellows Lodge
Bernie Sanders,Democratic Party,President,,New Milford,16,Odd Fellows Lodge
Tulsi Gabbard,Democratic Party,President,,New Milford,1,Odd Fellows Lodge
Uncommitted,Democratic Party,President,,New Milford,1,Odd Fellows Lodge
Donald J. Trump,Republican Party,President,,New Milford,38,Odd Fellows Lodge
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,1,Odd Fellows Lodge
Uncommitted,Republican Party,President,,New Milford,3,Odd Fellows Lodge
Joe Biden,Democratic Party,President,,New Milford,52,Sarah Noble Intermediate School
Bernie Sanders,Democratic Party,President,,New Milford,18,Sarah Noble Intermediate School
Tulsi Gabbard,Democratic Party,President,,New Milford,0,Sarah Noble Intermediate School
Uncommitted,Democratic Party,President,,New Milford,0,Sarah Noble Intermediate School
Donald J. Trump,Republican Party,President,,New Milford,68,Sarah Noble Intermediate School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,2,Sarah Noble Intermediate School
Uncommitted,Republican Party,President,,New Milford,3,Sarah Noble Intermediate School
Joe Biden,Democratic Party,President,,New Milford,60,Schaghticoke School
Bernie Sanders,Democratic Party,President,,New Milford,13,Schaghticoke School
Tulsi Gabbard,Democratic Party,President,,New Milford,2,Schaghticoke School
Uncommitted,Democratic Party,President,,New Milford,0,Schaghticoke School
Donald J. Trump,Republican Party,President,,New Milford,94,Schaghticoke School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,New Milford,6,Schaghticoke School
Uncommitted,Republican Party,President,,New Milford,6,Schaghticoke School
Joe Biden,Democratic Party,President,,Newington,198,Anna Reynolds School ---District---3
Bernie Sanders,Democratic Party,President,,Newington,23,Anna Reynolds School ---District---3
Tulsi Gabbard,Democratic Party,President,,Newington,3,Anna Reynolds School ---District---3
Uncommitted,Democratic Party,President,,Newington,3,Anna Reynolds School ---District---3
Donald J. Trump,Republican Party,President,,Newington,53,Anna Reynolds School ---District---3
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,7,Anna Reynolds School ---District---3
Uncommitted,Republican Party,President,,Newington,10,Anna Reynolds School ---District---3
Mary Fay,Republican Party,U.S. House,1,Newington,36,Anna Reynolds School ---District---3
Jim Griffin,Republican Party,U.S. House,1,Newington,22,Anna Reynolds School ---District---3
Joe Biden,Democratic Party,President,,Newington,273,Elizabeth Green School---District---4
Bernie Sanders,Democratic Party,President,,Newington,48,Elizabeth Green School---District---4
Tulsi Gabbard,Democratic Party,President,,Newington,6,Elizabeth Green School---District---4
Uncommitted,Democratic Party,President,,Newington,7,Elizabeth Green School---District---4
Donald J. Trump,Republican Party,President,,Newington,74,Elizabeth Green School---District---4
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,6,Elizabeth Green School---District---4
Uncommitted,Republican Party,President,,Newington,8,Elizabeth Green School---District---4
Mary Fay,Republican Party,U.S. House,1,Newington,55,Elizabeth Green School---District---4
Jim Griffin,Republican Party,U.S. House,1,Newington,29,Elizabeth Green School---District---4
Joe Biden,Democratic Party,President,,Newington,266,John Paterson School---District---6
Bernie Sanders,Democratic Party,President,,Newington,31,John Paterson School---District---6
Tulsi Gabbard,Democratic Party,President,,Newington,7,John Paterson School---District---6
Uncommitted,Democratic Party,President,,Newington,12,John Paterson School---District---6
Donald J. Trump,Republican Party,President,,Newington,75,John Paterson School---District---6
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,8,John Paterson School---District---6
Uncommitted,Republican Party,President,,Newington,12,John Paterson School---District---6
Mary Fay,Republican Party,U.S. House,1,Newington,55,John Paterson School---District---6
Jim Griffin,Republican Party,U.S. House,1,Newington,26,John Paterson School---District---6
Joe Biden,Democratic Party,President,,Newington,136,John Wallace Middle School-- District--8
Bernie Sanders,Democratic Party,President,,Newington,19,John Wallace Middle School-- District--8
Tulsi Gabbard,Democratic Party,President,,Newington,3,John Wallace Middle School-- District--8
Uncommitted,Democratic Party,President,,Newington,11,John Wallace Middle School-- District--8
Donald J. Trump,Republican Party,President,,Newington,45,John Wallace Middle School-- District--8
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,4,John Wallace Middle School-- District--8
Uncommitted,Republican Party,President,,Newington,6,John Wallace Middle School-- District--8
Mary Fay,Republican Party,U.S. House,1,Newington,25,John Wallace Middle School-- District--8
Jim Griffin,Republican Party,U.S. House,1,Newington,22,John Wallace Middle School-- District--8
Joe Biden,Democratic Party,President,,Newington,276,John Wallace Middle School---District---5
Bernie Sanders,Democratic Party,President,,Newington,39,John Wallace Middle School---District---5
Tulsi Gabbard,Democratic Party,President,,Newington,3,John Wallace Middle School---District---5
Uncommitted,Democratic Party,President,,Newington,9,John Wallace Middle School---District---5
Donald J. Trump,Republican Party,President,,Newington,73,John Wallace Middle School---District---5
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,8,John Wallace Middle School---District---5
Uncommitted,Republican Party,President,,Newington,14,John Wallace Middle School---District---5
Richard Lacourciere,Democratic Party,State House,24,Newington,176,John Wallace Middle School---District---5
"Emmanuel ""Manny"" Sanchez",Democratic Party,State House,24,Newington,142,John Wallace Middle School---District---5
Mary Fay,Republican Party,U.S. House,1,Newington,45,John Wallace Middle School---District---5
Jim Griffin,Republican Party,U.S. House,1,Newington,38,John Wallace Middle School---District---5
Joe Biden,Democratic Party,President,,Newington,226,Martin Kellogg Middle School---District---7
Bernie Sanders,Democratic Party,President,,Newington,41,Martin Kellogg Middle School---District---7
Tulsi Gabbard,Democratic Party,President,,Newington,5,Martin Kellogg Middle School---District---7
Uncommitted,Democratic Party,President,,Newington,19,Martin Kellogg Middle School---District---7
Donald J. Trump,Republican Party,President,,Newington,59,Martin Kellogg Middle School---District---7
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,6,Martin Kellogg Middle School---District---7
Uncommitted,Republican Party,President,,Newington,5,Martin Kellogg Middle School---District---7
Mary Fay,Republican Party,U.S. House,1,Newington,34,Martin Kellogg Middle School---District---7
Jim Griffin,Republican Party,U.S. House,1,Newington,24,Martin Kellogg Middle School---District---7
Joe Biden,Democratic Party,President,,Newington,491,Ruth L. Chaffee School---District---2
Bernie Sanders,Democratic Party,President,,Newington,76,Ruth L. Chaffee School---District---2
Tulsi Gabbard,Democratic Party,President,,Newington,11,Ruth L. Chaffee School---District---2
Uncommitted,Democratic Party,President,,Newington,24,Ruth L. Chaffee School---District---2
Donald J. Trump,Republican Party,President,,Newington,149,Ruth L. Chaffee School---District---2
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,8,Ruth L. Chaffee School---District---2
Uncommitted,Republican Party,President,,Newington,41,Ruth L. Chaffee School---District---2
Mary Fay,Republican Party,U.S. House,1,Newington,90,Ruth L. Chaffee School---District---2
Jim Griffin,Republican Party,U.S. House,1,Newington,106,Ruth L. Chaffee School---District---2
Joe Biden,Democratic Party,President,,Newington,330,Town Hall---District---1
Bernie Sanders,Democratic Party,President,,Newington,57,Town Hall---District---1
