candidate,party,office,district,town,votes,precinct
Uncommitted,Republican Party,President,,Wethersfield,92,Incarnation Church Hall
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,1145,Incarnation Church Hall
Paul Montinieri,Democratic Party,State House,28,Wethersfield,1022,Incarnation Church Hall
Mary Fay,Republican Party,U.S. House,1,Wethersfield,222,Incarnation Church Hall
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,165,Incarnation Church Hall
Joe Biden,Democratic Party,President,,Wethersfield,69,Keeney Cultural Center
Bernie Sanders,Democratic Party,President,,Wethersfield,19,Keeney Cultural Center
Tulsi Gabbard,Democratic Party,President,,Wethersfield,4,Keeney Cultural Center
Uncommitted,Democratic Party,President,,Wethersfield,5,Keeney Cultural Center
Donald J. Trump,Republican Party,President,,Wethersfield,116,Keeney Cultural Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,5,Keeney Cultural Center
Uncommitted,Republican Party,President,,Wethersfield,12,Keeney Cultural Center
Mary Fay,Republican Party,U.S. House,1,Wethersfield,0,Keeney Cultural Center
Mary Fay,Republican Party,U.S. House,1,Wethersfield,0,Keeney Cultural Center
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,0,Keeney Cultural Center
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,0,Keeney Cultural Center
Joe Biden,Democratic Party,President,,Wethersfield,203,Pitkin Community Center
Bernie Sanders,Democratic Party,President,,Wethersfield,39,Pitkin Community Center
Tulsi Gabbard,Democratic Party,President,,Wethersfield,8,Pitkin Community Center
Uncommitted,Democratic Party,President,,Wethersfield,14,Pitkin Community Center
Donald J. Trump,Republican Party,President,,Wethersfield,0,Pitkin Community Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,0,Pitkin Community Center
Uncommitted,Republican Party,President,,Wethersfield,0,Pitkin Community Center
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,154,Pitkin Community Center
Paul Montinieri,Democratic Party,State House,28,Wethersfield,111,Pitkin Community Center
Mary Fay,Republican Party,U.S. House,1,Wethersfield,67,Pitkin Community Center
Mary Fay,Republican Party,U.S. House,1,Wethersfield,67,Pitkin Community Center
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,58,Pitkin Community Center
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,58,Pitkin Community Center
Joe Biden,Democratic Party,President,,Wethersfield,169,Webb Elementary School
Bernie Sanders,Democratic Party,President,,Wethersfield,29,Webb Elementary School
Tulsi Gabbard,Democratic Party,President,,Wethersfield,8,Webb Elementary School
Uncommitted,Democratic Party,President,,Wethersfield,15,Webb Elementary School
Donald J. Trump,Republican Party,President,,Wethersfield,97,Webb Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,3,Webb Elementary School
Uncommitted,Republican Party,President,,Wethersfield,6,Webb Elementary School
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,135,Webb Elementary School
Paul Montinieri,Democratic Party,State House,28,Wethersfield,86,Webb Elementary School
Mary Fay,Republican Party,U.S. House,1,Wethersfield,54,Webb Elementary School
Mary Fay,Republican Party,U.S. House,1,Wethersfield,54,Webb Elementary School
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,41,Webb Elementary School
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,41,Webb Elementary School
Joe Biden,Democratic Party,President,,Wethersfield,137,Wethersfield United Methodist Church
Bernie Sanders,Democratic Party,President,,Wethersfield,21,Wethersfield United Methodist Church
Tulsi Gabbard,Democratic Party,President,,Wethersfield,6,Wethersfield United Methodist Church
Uncommitted,Democratic Party,President,,Wethersfield,5,Wethersfield United Methodist Church
Donald J. Trump,Republican Party,President,,Wethersfield,61,Wethersfield United Methodist Church
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,2,Wethersfield United Methodist Church
Uncommitted,Republican Party,President,,Wethersfield,4,Wethersfield United Methodist Church
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,94,Wethersfield United Methodist Church
Paul Montinieri,Democratic Party,State House,28,Wethersfield,71,Wethersfield United Methodist Church
Mary Fay,Republican Party,U.S. House,1,Wethersfield,29,Wethersfield United Methodist Church
Mary Fay,Republican Party,U.S. House,1,Wethersfield,29,Wethersfield United Methodist Church
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,33,Wethersfield United Methodist Church
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,33,Wethersfield United Methodist Church
Joe Biden,Democratic Party,President,,Willington,338,The Town Office Building
Bernie Sanders,Democratic Party,President,,Willington,76,The Town Office Building
Tulsi Gabbard,Democratic Party,President,,Willington,10,The Town Office Building
Uncommitted,Democratic Party,President,,Willington,6,The Town Office Building
Donald J. Trump,Republican Party,President,,Willington,118,The Town Office Building
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Willington,16,The Town Office Building
Uncommitted,Republican Party,President,,Willington,25,The Town Office Building
Thomas Gilmer,Republican Party,U.S. House,2,Willington,61,The Town Office Building
Justin Anderson,Republican Party,U.S. House,2,Willington,70,The Town Office Building
Joe Biden,Democratic Party,President,,Wilton,602,Cider Mill School - District 2
Bernie Sanders,Democratic Party,President,,Wilton,51,Cider Mill School - District 2
Tulsi Gabbard,Democratic Party,President,,Wilton,5,Cider Mill School - District 2
Uncommitted,Democratic Party,President,,Wilton,6,Cider Mill School - District 2
Donald J. Trump,Republican Party,President,,Wilton,250,Cider Mill School - District 2
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wilton,24,Cider Mill School - District 2
Uncommitted,Republican Party,President,,Wilton,82,Cider Mill School - District 2
William Duff,Republican Party,State Senate,26,Wilton,96,Cider Mill School - District 2
Kim Healy,Republican Party,State Senate,26,Wilton,252,Cider Mill School - District 2
Joe Biden,Democratic Party,President,,Wilton,496,Middlebrook School - District 3
Bernie Sanders,Democratic Party,President,,Wilton,39,Middlebrook School - District 3
Tulsi Gabbard,Democratic Party,President,,Wilton,5,Middlebrook School - District 3
Uncommitted,Democratic Party,President,,Wilton,5,Middlebrook School - District 3
Donald J. Trump,Republican Party,President,,Wilton,212,Middlebrook School - District 3
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wilton,18,Middlebrook School - District 3
Uncommitted,Republican Party,President,,Wilton,59,Middlebrook School - District 3
William Duff,Republican Party,State Senate,26,Wilton,93,Middlebrook School - District 3
Kim Healy,Republican Party,State Senate,26,Wilton,198,Middlebrook School - District 3
Joe Biden,Democratic Party,President,,Wilton,521,Wilton High School - District 1
Bernie Sanders,Democratic Party,President,,Wilton,54,Wilton High School - District 1
Tulsi Gabbard,Democratic Party,President,,Wilton,4,Wilton High School - District 1
Uncommitted,Democratic Party,President,,Wilton,5,Wilton High School - District 1
Donald J. Trump,Republican Party,President,,Wilton,256,Wilton High School - District 1
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wilton,31,Wilton High School - District 1
Uncommitted,Republican Party,President,,Wilton,64,Wilton High School - District 1
William Duff,Republican Party,State Senate,26,Wilton,85,Wilton High School - District 1
Kim Healy,Republican Party,State Senate,26,Wilton,255,Wilton High School - District 1
Joe Biden,Democratic Party,President,,Winchester,430,Pearson School
Bernie Sanders,Democratic Party,President,,Winchester,101,Pearson School
Tulsi Gabbard,Democratic Party,President,,Winchester,9,Pearson School
Uncommitted,Democratic Party,President,,Winchester,16,Pearson School
Donald J. Trump,Republican Party,President,,Winchester,292,Pearson School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Winchester,15,Pearson School
Uncommitted,Republican Party,President,,Winchester,22,Pearson School
Mary Fay,Republican Party,U.S. House,1,Winchester,163,Pearson School
Jim Griffin,Republican Party,U.S. House,1,Winchester,115,Pearson School
Joe Biden,Democratic Party,President,,Windham,138,Elks
Bernie Sanders,Democratic Party,President,,Windham,55,Elks
Tulsi Gabbard,Democratic Party,President,,Windham,4,Elks
Uncommitted,Democratic Party,President,,Windham,6,Elks
Donald J. Trump,Republican Party,President,,Windham,60,Elks
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windham,4,Elks
Uncommitted,Republican Party,President,,Windham,2,Elks
Thomas Gilmer,Republican Party,U.S. House,2,Windham,30,Elks
Justin Anderson,Republican Party,U.S. House,2,Windham,25,Elks
Joe Biden,Democratic Party,President,,Windham,669,Vfw
Bernie Sanders,Democratic Party,President,,Windham,115,Vfw
Tulsi Gabbard,Democratic Party,President,,Windham,5,Vfw
Uncommitted,Democratic Party,President,,Windham,16,Vfw
Donald J. Trump,Republican Party,President,,Windham,84,Vfw
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windham,11,Vfw
Uncommitted,Republican Party,President,,Windham,29,Vfw
Thomas Gilmer,Republican Party,U.S. House,2,Windham,56,Vfw
Justin Anderson,Republican Party,U.S. House,2,Windham,49,Vfw
Joe Biden,Democratic Party,President,,Windham,94,Windham Center Fire Dept
Bernie Sanders,Democratic Party,President,,Windham,14,Windham Center Fire Dept
Tulsi Gabbard,Democratic Party,President,,Windham,0,Windham Center Fire Dept
Uncommitted,Democratic Party,President,,Windham,5,Windham Center Fire Dept
Donald J. Trump,Republican Party,President,,Windham,64,Windham Center Fire Dept
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windham,4,Windham Center Fire Dept
Uncommitted,Republican Party,President,,Windham,3,Windham Center Fire Dept
Thomas Gilmer,Republican Party,U.S. House,2,Windham,31,Windham Center Fire Dept
Justin Anderson,Republican Party,U.S. House,2,Windham,33,Windham Center Fire Dept
Joe Biden,Democratic Party,President,,Windsor,308,330 Windsor Avenue
Bernie Sanders,Democratic Party,President,,Windsor,23,330 Windsor Avenue
Tulsi Gabbard,Democratic Party,President,,Windsor,4,330 Windsor Avenue
Uncommitted,Democratic Party,President,,Windsor,4,330 Windsor Avenue
Donald J. Trump,Republican Party,President,,Windsor,14,330 Windsor Avenue
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windsor,1,330 Windsor Avenue
Uncommitted,Republican Party,President,,Windsor,1,330 Windsor Avenue
Brandon McGee,Democratic Party,State House,5,Windsor,299,330 Windsor Avenue
Craig T Stallings,Democratic Party,State House,5,Windsor,33,330 Windsor Avenue
Mary Fay,Republican Party,U.S. House,1,Windsor,8,330 Windsor Avenue
Jim Griffin,Republican Party,U.S. House,1,Windsor,8,330 Windsor Avenue
Joe Biden,Democratic Party,President,,Windsor,382,John F Kennedy School
Bernie Sanders,Democratic Party,President,,Windsor,42,John F Kennedy School
Tulsi Gabbard,Democratic Party,President,,Windsor,3,John F Kennedy School
Uncommitted,Democratic Party,President,,Windsor,13,John F Kennedy School
Donald J. Trump,Republican Party,President,,Windsor,64,John F Kennedy School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windsor,6,John F Kennedy School
Uncommitted,Republican Party,President,,Windsor,12,John F Kennedy School
Brandon McGee,Democratic Party,State House,5,Windsor,306,John F Kennedy School
Craig T Stallings,Democratic Party,State House,5,Windsor,51,John F Kennedy School
Mary Fay,Republican Party,U.S. House,1,Windsor,35,John F Kennedy School
Jim Griffin,Republican Party,U.S. House,1,Windsor,41,John F Kennedy School
Joe Biden,Democratic Party,President,,Windsor,2388,L. P. Wilson
Bernie Sanders,Democratic Party,President,,Windsor,207,L. P. Wilson
Tulsi Gabbard,Democratic Party,President,,Windsor,26,L. P. Wilson
Uncommitted,Democratic Party,President,,Windsor,20,L. P. Wilson
Donald J. Trump,Republican Party,President,,Windsor,165,L. P. Wilson
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windsor,44,L. P. Wilson
Uncommitted,Republican Party,President,,Windsor,69,L. P. Wilson
Brandon McGee,Democratic Party,State House,5,Windsor,1148,L. P. Wilson
Craig T Stallings,Democratic Party,State House,5,Windsor,126,L. P. Wilson
Mary Fay,Republican Party,U.S. House,1,Windsor,132,L. P. Wilson
Jim Griffin,Republican Party,U.S. House,1,Windsor,116,L. P. Wilson
Joe Biden,Democratic Party,President,,Windsor,174,Oliver Ellsworth School
Bernie Sanders,Democratic Party,President,,Windsor,31,Oliver Ellsworth School
Tulsi Gabbard,Democratic Party,President,,Windsor,2,Oliver Ellsworth School
Uncommitted,Democratic Party,President,,Windsor,3,Oliver Ellsworth School
Donald J. Trump,Republican Party,President,,Windsor,94,Oliver Ellsworth School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windsor,3,Oliver Ellsworth School
Uncommitted,Republican Party,President,,Windsor,8,Oliver Ellsworth School
Mary Fay,Republican Party,U.S. House,1,Windsor,49,Oliver Ellsworth School
Jim Griffin,Republican Party,U.S. House,1,Windsor,50,Oliver Ellsworth School
Joe Biden,Democratic Party,President,,Windsor,209,Poquonock School
Bernie Sanders,Democratic Party,President,,Windsor,19,Poquonock School
Tulsi Gabbard,Democratic Party,President,,Windsor,0,Poquonock School
Uncommitted,Democratic Party,President,,Windsor,2,Poquonock School
Donald J. Trump,Republican Party,President,,Windsor,79,Poquonock School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Windsor,3,Poquonock School
Uncommitted,Republican Party,President,,Windsor,6,Poquonock School
Mary Fay,Republican Party,U.S. House,1,Windsor,37,Poquonock School
Jim Griffin,Republican Party,U.S. House,1,Windsor,46,Poquonock School
Joe Biden,Democratic Party,President,,Windsor,90,Rainbow Firehouse
Bernie Sanders,Democratic Party,President,,Windsor,11,Rainbow Firehouse
