town,precinct,office,district,party,candidate,votes
Stamford,Stamford14,U.S. Senate,,DEM,Christopher Murphy,1537
Stamford,Stamford15,U.S. Senate,,DEM,Christopher Murphy,1491
Stamford,Stamford16,U.S. Senate,,DEM,Christopher Murphy,821
Stamford,Stamford17,U.S. Senate,,DEM,Christopher Murphy,1226
Stamford,Stamford18,U.S. Senate,,DEM,Christopher Murphy,993
Stamford,Stamford19,U.S. Senate,,DEM,Christopher Murphy,1104
Stamford,Stamford20,U.S. Senate,,DEM,Christopher Murphy,500
Stamford,Stamford21,U.S. Senate,,DEM,Christopher Murphy,1597
Stamford,Stamford22,U.S. Senate,,DEM,Christopher Murphy,636
Stamford,Absentee,U.S. Senate,,DEM,Christopher Murphy,2227
Sterling,Sterling,U.S. Senate,,DEM,Christopher Murphy,560
Stonington,Stonington 1,U.S. Senate,,DEM,Christopher Murphy,1099
Stonington,Stonington 2,U.S. Senate,,DEM,Christopher Murphy,2091
Stonington,Stonington 3,U.S. Senate,,DEM,Christopher Murphy,549
Stonington,Stonington 4,U.S. Senate,,DEM,Christopher Murphy,1098
Stonington,Stonington 5,U.S. Senate,,DEM,Christopher Murphy,614
Stratford,Stratford - Lordship,U.S. Senate,,DEM,Christopher Murphy,927
Stratford,Stratford - Baldwin 120,U.S. Senate,,DEM,Christopher Murphy,239
Stratford,Stratford - Baldwin 121,U.S. Senate,,DEM,Christopher Murphy,307
Stratford,Stratford - Johnson,U.S. Senate,,DEM,Christopher Murphy,1796
Stratford,Stratford - Stratford 120,U.S. Senate,,DEM,Christopher Murphy,764
Stratford,Stratford - Stratford 121,U.S. Senate,,DEM,Christopher Murphy,50
Stratford,Stratford - Franklin 21,U.S. Senate,,DEM,Christopher Murphy,957
Stratford,Stratford - Franklin 23,U.S. Senate,,DEM,Christopher Murphy,337
Stratford,Stratford - Nichols 120,U.S. Senate,,DEM,Christopher Murphy,332
Stratford,Stratford - Nichols 121,U.S. Senate,,DEM,Christopher Murphy,1098
Stratford,Stratford - Wooster,U.S. Senate,,DEM,Christopher Murphy,968
Stratford,Stratford - Wilcoxson,U.S. Senate,,DEM,Christopher Murphy,1277
Stratford,Stratford - Chapel 120,U.S. Senate,,DEM,Christopher Murphy,283
Stratford,Stratford - Chapel 122,U.S. Senate,,DEM,Christopher Murphy,739
Stratford,Stratford - Bunnell 120,U.S. Senate,,DEM,Christopher Murphy,838
Stratford,Stratford - Bunnell 122,U.S. Senate,,DEM,Christopher Murphy,521
Stratford,Stratford - Second Hill,U.S. Senate,,DEM,Christopher Murphy,914
Suffield,Suffield,U.S. Senate,,DEM,Christopher Murphy,3089
Thomaston,Thomaston,U.S. Senate,,DEM,Christopher Murphy,1379
Thompson,Thompson 1,U.S. Senate,,DEM,Christopher Murphy,375
Thompson,Thompson 2,U.S. Senate,,DEM,Christopher Murphy,801
Thompson,Thompson 3,U.S. Senate,,DEM,Christopher Murphy,249
Thompson,Thompson 4,U.S. Senate,,DEM,Christopher Murphy,275
Tolland,Tolland 1,U.S. Senate,,DEM,Christopher Murphy,1517
Tolland,Tolland 2,U.S. Senate,,DEM,Christopher Murphy,1984
Tolland,Tolland 3,U.S. Senate,,DEM,Christopher Murphy,351
Torrington,Torrington1,U.S. Senate,,DEM,Christopher Murphy,1563
Torrington,Torrington 2,U.S. Senate,,DEM,Christopher Murphy,479
Torrington,Torrington3,U.S. Senate,,DEM,Christopher Murphy,119
Torrington,Torrington4,U.S. Senate,,DEM,Christopher Murphy,163
Torrington,Torrington5,U.S. Senate,,DEM,Christopher Murphy,808
Torrington,Torrington6,U.S. Senate,,DEM,Christopher Murphy,206
Torrington,Torrington7,U.S. Senate,,DEM,Christopher Murphy,194
Torrington,Torrington8,U.S. Senate,,DEM,Christopher Murphy,3240
Trumbull,Trumbull 1,U.S. Senate,,DEM,Christopher Murphy,1686
Trumbull,Trumbull 2-122,U.S. Senate,,DEM,Christopher Murphy,375
Trumbull,Trumbull 2-123,U.S. Senate,,DEM,Christopher Murphy,1264
Trumbull,Trumbull 3,U.S. Senate,,DEM,Christopher Murphy,1827
Trumbull,Trumbull 4,U.S. Senate,,DEM,Christopher Murphy,2236
Trumbull,Pres/Overseas,U.S. Senate,,DEM,Christopher Murphy,811
Union,Union,U.S. Senate,,DEM,Christopher Murphy,224
Vernon,Vernon 1,U.S. Senate,,DEM,Christopher Murphy,1797
Vernon,Vernon 2,U.S. Senate,,DEM,Christopher Murphy,1985
Vernon,Vernon 3,U.S. Senate,,DEM,Christopher Murphy,1535
Vernon,Vernon 4,U.S. Senate,,DEM,Christopher Murphy,1434
Voluntown,Voluntown,U.S. Senate,,DEM,Christopher Murphy,539
Wallingford,Wallingford 1,U.S. Senate,,DEM,Christopher Murphy,351
Wallingford,Wallingford 2,U.S. Senate,,DEM,Christopher Murphy,1348
Wallingford,Wallingford 3,U.S. Senate,,DEM,Christopher Murphy,742
Wallingford,Wallingford 4,U.S. Senate,,DEM,Christopher Murphy,1473
Wallingford,Wallingford 5,U.S. Senate,,DEM,Christopher Murphy,1710
Wallingford,Wallingford 6,U.S. Senate,,DEM,Christopher Murphy,1030
Wallingford,Wallingford 7,U.S. Senate,,DEM,Christopher Murphy,1370
Wallingford,Wallingford 8,U.S. Senate,,DEM,Christopher Murphy,865
Wallingford,Wallingford 9,U.S. Senate,,DEM,Christopher Murphy,1547
Warren,Warren,U.S. Senate,,DEM,Christopher Murphy,382
Washington,Washington,U.S. Senate,,DEM,Christopher Murphy,1150
Waterbury,Waterbury 71-1,U.S. Senate,,DEM,Christopher Murphy,784
Waterbury,Waterbury 71-2,U.S. Senate,,DEM,Christopher Murphy,438
Waterbury,Waterbury 71-3,U.S. Senate,,DEM,Christopher Murphy,1187
Waterbury,Waterbury 72-1,U.S. Senate,,DEM,Christopher Murphy,617
Waterbury,Waterbury 72-2,U.S. Senate,,DEM,Christopher Murphy,1173
Waterbury,Waterbury 72-3,U.S. Senate,,DEM,Christopher Murphy,428
Waterbury,Waterbury 72-4,U.S. Senate,,DEM,Christopher Murphy,1117
Waterbury,Waterbury 72-5,U.S. Senate,,DEM,Christopher Murphy,819
Waterbury,Waterbury 73-1,U.S. Senate,,DEM,Christopher Murphy,1418
Waterbury,Waterbury 73-2,U.S. Senate,,DEM,Christopher Murphy,1076
Waterbury,Waterbury 73-3,U.S. Senate,,DEM,Christopher Murphy,1223
Waterbury,Waterbury 73-4,U.S. Senate,,DEM,Christopher Murphy,590
Waterbury,Waterbury 74-1,U.S. Senate,,DEM,Christopher Murphy,1488
Waterbury,Waterbury 74-2,U.S. Senate,,DEM,Christopher Murphy,1368
Waterbury,Waterbury 74-3,U.S. Senate,,DEM,Christopher Murphy,932
Waterbury,Waterbury 74-4,U.S. Senate,,DEM,Christopher Murphy,311
Waterbury,Waterbury 74-5,U.S. Senate,,DEM,Christopher Murphy,27
Waterbury,Waterbury 75-1,U.S. Senate,,DEM,Christopher Murphy,772
Waterbury,Waterbury 75-2,U.S. Senate,,DEM,Christopher Murphy,449
Waterbury,Waterbury 75-3,U.S. Senate,,DEM,Christopher Murphy,1026
Waterbury,Waterbury 75-4,U.S. Senate,,DEM,Christopher Murphy,954
Waterford,Waterford 1,U.S. Senate,,DEM,Christopher Murphy,1203
Waterford,Waterford 2,U.S. Senate,,DEM,Christopher Murphy,1246
Waterford,Waterford 3,U.S. Senate,,DEM,Christopher Murphy,1393
Waterford,Waterford 4,U.S. Senate,,DEM,Christopher Murphy,1400
Watertown,Watertown 1,U.S. Senate,,DEM,Christopher Murphy,1173
Watertown,Watertown 2,U.S. Senate,,DEM,Christopher Murphy,929
Watertown,Watertown 3,U.S. Senate,,DEM,Christopher Murphy,820
Watertown,Watertown 4,U.S. Senate,,DEM,Christopher Murphy,936
West Hartford,WestHartford1,U.S. Senate,,DEM,Christopher Murphy,2076
West Hartford,WestHartford2,U.S. Senate,,DEM,Christopher Murphy,2631
West Hartford,WestHartford3,U.S. Senate,,DEM,Christopher Murphy,3038
West Hartford,WestHartford4,U.S. Senate,,DEM,Christopher Murphy,2562
West Hartford,WestHartford5,U.S. Senate,,DEM,Christopher Murphy,2054
West Hartford,WestHartford6,U.S. Senate,,DEM,Christopher Murphy,1950
West Hartford,WestHartford7,U.S. Senate,,DEM,Christopher Murphy,1917
West Hartford,WestHartford8,U.S. Senate,,DEM,Christopher Murphy,2426
West Hartford,WestHartford9,U.S. Senate,,DEM,Christopher Murphy,1748
West Haven,WestHaven1,U.S. Senate,,DEM,Christopher Murphy,1388
West Haven,WestHaven2,U.S. Senate,,DEM,Christopher Murphy,1204
West Haven,WestHaven3,U.S. Senate,,DEM,Christopher Murphy,1159
West Haven,WestHaven4,U.S. Senate,,DEM,Christopher Murphy,903
West Haven,WestHaven5,U.S. Senate,,DEM,Christopher Murphy,1213
West Haven,WestHaven6,U.S. Senate,,DEM,Christopher Murphy,1155
West Haven,WestHaven7,U.S. Senate,,DEM,Christopher Murphy,1338
West Haven,WestHaven8,U.S. Senate,,DEM,Christopher Murphy,1287
West Haven,WestHaven9,U.S. Senate,,DEM,Christopher Murphy,1507
West Haven,WestHaven10,U.S. Senate,,DEM,Christopher Murphy,1370
Westbrook,Westbrook 1,U.S. Senate,,DEM,Christopher Murphy,977
Westbrook,Westbrook 2,U.S. Senate,,DEM,Christopher Murphy,703
Weston,Weston 1,U.S. Senate,,DEM,Christopher Murphy,1123
Weston,Weston 2,U.S. Senate,,DEM,Christopher Murphy,1719
Westport,Westport 136-1,U.S. Senate,,DEM,Christopher Murphy,2131
Westport,Westport 136-2,U.S. Senate,,DEM,Christopher Murphy,1847
Westport,Westport 136-3,U.S. Senate,,DEM,Christopher Murphy,1913
Westport,Westport 136-4,U.S. Senate,,DEM,Christopher Murphy,709
Westport,Westport 136-5,U.S. Senate,,DEM,Christopher Murphy,1148
Westport,Westport 143,U.S. Senate,,DEM,Christopher Murphy,594
Wethersfield,Wethersfield 1,U.S. Senate,,DEM,Christopher Murphy,1053
Wethersfield,Wethersfield 2,U.S. Senate,,DEM,Christopher Murphy,699
Wethersfield,Wethersfield 3,U.S. Senate,,DEM,Christopher Murphy,990
Wethersfield,Wethersfield 4,U.S. Senate,,DEM,Christopher Murphy,1312
Wethersfield,Wethersfield 5,U.S. Senate,,DEM,Christopher Murphy,1224
Wethersfield,Wethersfield 6,U.S. Senate,,DEM,Christopher Murphy,1524
Willington,Willington,U.S. Senate,,DEM,Christopher Murphy,1312
Wilton,Wilton 1,U.S. Senate,,DEM,Christopher Murphy,1430
Wilton,Wilton 2,U.S. Senate,,DEM,Christopher Murphy,1627
Wilton,Wilton 3,U.S. Senate,,DEM,Christopher Murphy,1372
Winchester,Winchester,U.S. Senate,,DEM,Christopher Murphy,1897
Windham,Windham - Elks,U.S. Senate,,DEM,Christopher Murphy,2415
Windham,Windham - VFW,U.S. Senate,,DEM,Christopher Murphy,1344
Windham,Windham - WCFH,U.S. Senate,,DEM,Christopher Murphy,1020
Windham,Absentee,U.S. Senate,,DEM,Christopher Murphy,190
Windsor,Windsor 1,U.S. Senate,,DEM,Christopher Murphy,1250
Windsor,Windsor 2,U.S. Senate,,DEM,Christopher Murphy,2019
Windsor,Windsor 3,U.S. Senate,,DEM,Christopher Murphy,2069
Windsor,Windsor 4,U.S. Senate,,DEM,Christopher Murphy,909
Windsor,Windsor 5,U.S. Senate,,DEM,Christopher Murphy,1697
Windsor,Windsor 6,U.S. Senate,,DEM,Christopher Murphy,1715
Windsor,Windsor 7,U.S. Senate,,DEM,Christopher Murphy,735
Windsor Locks,Windsor Locks 1,U.S. Senate,,DEM,Christopher Murphy,1372
Windsor Locks,Windsor Locks 2,U.S. Senate,,DEM,Christopher Murphy,1324
Wolcott,Wolcott 1,U.S. Senate,,DEM,Christopher Murphy,912
Wolcott,Wolcott 2,U.S. Senate,,DEM,Christopher Murphy,1011
Wolcott,Wolcott 3,U.S. Senate,,DEM,Christopher Murphy,962
Woodbridge,Woodbridge1,U.S. Senate,,DEM,Christopher Murphy,2508
Woodbridge,Woodbridge2,U.S. Senate,,DEM,Christopher Murphy,432
Woodbury,Woodbury 66,U.S. Senate,,DEM,Christopher Murphy,2049
Woodbury,Woodbury 68,U.S. Senate,,DEM,Christopher Murphy,228
Woodstock,Woodstock,U.S. Senate,,DEM,Christopher Murphy,1865
Andover,Andover,U.S. Senate,,REP,Linda McMahon,798
Ansonia,Ansonia1,U.S. Senate,,REP,Linda McMahon,379
Ansonia,Ansonia 2,U.S. Senate,,REP,Linda McMahon,344
Ansonia,Ansonia 3,U.S. Senate,,REP,Linda McMahon,331
Ansonia,Ansonia4,U.S. Senate,,REP,Linda McMahon,191
Ansonia,Ansonia5,U.S. Senate,,REP,Linda McMahon,362
Ansonia,Ansonia6,U.S. Senate,,REP,Linda McMahon,529
Ansonia,Ansonia7,U.S. Senate,,REP,Linda McMahon,647
Ashford,Ashford,U.S. Senate,,REP,Linda McMahon,842
Avon,Avon 1,U.S. Senate,,REP,Linda McMahon,2241
Avon,Avon 2,U.S. Senate,,REP,Linda McMahon,1384
Avon,Avon 3,U.S. Senate,,REP,Linda McMahon,1730
Barkhamsted,Barkhamsted,U.S. Senate,,REP,Linda McMahon,1077
BeaconFalls,BeaconFalls,U.S. Senate,,REP,Linda McMahon,1708
Berlin,Berlin 1,U.S. Senate,,REP,Linda McMahon,643
Berlin,Berlin 2,U.S. Senate,,REP,Linda McMahon,1244
Berlin,Berlin 3,U.S. Senate,,REP,Linda McMahon,988
Berlin,Berlin 4,U.S. Senate,,REP,Linda McMahon,1009
Berlin,Berlin 5,U.S. Senate,,REP,Linda McMahon,1583
Bethany,Bethany,U.S. Senate,,REP,Linda McMahon,1591
Bethel,Bethel 1,U.S. Senate,,REP,Linda McMahon,458
Bethel,Bethel 2,U.S. Senate,,REP,Linda McMahon,1078
Bethel,Bethel 3,U.S. Senate,,REP,Linda McMahon,1649
Bethel,Bethel 4,U.S. Senate,,REP,Linda McMahon,1052
Bethel,Bethel 5,U.S. Senate,,REP,Linda McMahon,235
Bethlehem,Bethlehem,U.S. Senate,,REP,Linda McMahon,1285
Bloomfield,Bloomfield 1,U.S. Senate,,REP,Linda McMahon,704
Bloomfield,Bloomfield 2,U.S. Senate,,REP,Linda McMahon,494
Bloomfield,Bloomfield 3,U.S. Senate,,REP,Linda McMahon,132
Bloomfield,Bloomfield 4,U.S. Senate,,REP,Linda McMahon,408
Bloomfield,Bloomfield 5,U.S. Senate,,REP,Linda McMahon,363
Bolton,Bolton,U.S. Senate,,REP,Linda McMahon,1390
Bozrah,Bozrah,U.S. Senate,,REP,Linda McMahon,611
Branford,Branford 1,U.S. Senate,,REP,Linda McMahon,1101
Branford,Branford 2,U.S. Senate,,REP,Linda McMahon,575
Branford,Branford 3,U.S. Senate,,REP,Linda McMahon,530
Branford,Branford 4,U.S. Senate,,REP,Linda McMahon,1009
Branford,Branford 5,U.S. Senate,,REP,Linda McMahon,951
Branford,Branford 6,U.S. Senate,,REP,Linda McMahon,795
Branford,Branford 7,U.S. Senate,,REP,Linda McMahon,729
Bridgeport,Bridgeport 124-1,U.S. Senate,,REP,Linda McMahon,56
Bridgeport,Bridgeport 124-2,U.S. Senate,,REP,Linda McMahon,300
Bridgeport,Bridgeport 124-3,U.S. Senate,,REP,Linda McMahon,145
Bridgeport,Bridgeport 124-4,U.S. Senate,,REP,Linda McMahon,163
Bridgeport,Bridgeport 126-1,U.S. Senate,,REP,Linda McMahon,35
Bridgeport,Bridgeport 126-2,U.S. Senate,,REP,Linda McMahon,183
Bridgeport,Bridgeport 126-3,U.S. Senate,,REP,Linda McMahon,320
Bridgeport,Bridgeport 126-4,U.S. Senate,,REP,Linda McMahon,102
Bridgeport,Bridgeport 126-5,U.S. Senate,,REP,Linda McMahon,202
Bridgeport,Bridgeport 126-6,U.S. Senate,,REP,Linda McMahon,168
Bridgeport,Bridgeport 127-1,U.S. Senate,,REP,Linda McMahon,871
Bridgeport,Bridgeport 127-2,U.S. Senate,,REP,Linda McMahon,36
Bridgeport,Bridgeport 127-3,U.S. Senate,,REP,Linda McMahon,858
Bridgeport,Bridgeport 128-1,U.S. Senate,,REP,Linda McMahon,238
Bridgeport,Bridgeport 128-2,U.S. Senate,,REP,Linda McMahon,209
Bridgeport,Bridgeport 129-1,U.S. Senate,,REP,Linda McMahon,719
Bridgeport,Bridgeport 129-2,U.S. Senate,,REP,Linda McMahon,543
Bridgeport,Bridgeport 129-3,U.S. Senate,,REP,Linda McMahon,138
Bridgeport,Bridgeport 129-4,U.S. Senate,,REP,Linda McMahon,143
Bridgeport,Bridgeport 130-1,U.S. Senate,,REP,Linda McMahon,133
Bridgeport,Bridgeport 130-2,U.S. Senate,,REP,Linda McMahon,84
Bridgeport,Bridgeport 130-3,U.S. Senate,,REP,Linda McMahon,65
Bridgeport,Bridgeport 130-4,U.S. Senate,,REP,Linda McMahon,241
Bridgeport,Bridgeport 130-5,U.S. Senate,,REP,Linda McMahon,70
Bridgewater,Bridgewater,U.S. Senate,,REP,Linda McMahon,582
Bristol,Bristol 77A,U.S. Senate,,REP,Linda McMahon,1261
Bristol,Bristol 77B,U.S. Senate,,REP,Linda McMahon,1460
Bristol,Bristol 77C,U.S. Senate,,REP,Linda McMahon,1126
Bristol,Bristol 77D,U.S. Senate,,REP,Linda McMahon,668
Bristol,Bristol 78A,U.S. Senate,,REP,Linda McMahon,1464
Bristol,Bristol 78B,U.S. Senate,,REP,Linda McMahon,1156
Bristol,Bristol 79A,U.S. Senate,,REP,Linda McMahon,1189
Bristol,Bristol 79B,U.S. Senate,,REP,Linda McMahon,928
Bristol,Bristol 79C,U.S. Senate,,REP,Linda McMahon,1373
Brookfield,Brookfield 1,U.S. Senate,,REP,Linda McMahon,2062
Brookfield,Brookfield 2,U.S. Senate,,REP,Linda McMahon,2766
Brooklyn,Brooklyn,U.S. Senate,,REP,Linda McMahon,1600
Burlington,Burlington,U.S. Senate,,REP,Linda McMahon,2670
Canaan,Canaan,U.S. Senate,,REP,Linda McMahon,208
Canterbury,Canterbury,U.S. Senate,,REP,Linda McMahon,1332
Canton,Canton,U.S. Senate,,REP,Linda McMahon,2718
Chaplin,Chaplin,U.S. Senate,,REP,Linda McMahon,469
Cheshire,Cheshire 1,U.S. Senate,,REP,Linda McMahon,1771
Cheshire,Cheshire 2,U.S. Senate,,REP,Linda McMahon,924
Cheshire,Cheshire 3,U.S. Senate,,REP,Linda McMahon,1115
Cheshire,Cheshire 4,U.S. Senate,,REP,Linda McMahon,1399
Cheshire,Cheshire 5,U.S. Senate,,REP,Linda McMahon,590
Cheshire,Cheshire 6,U.S. Senate,,REP,Linda McMahon,980
Cheshire,Cheshire 7,U.S. Senate,,REP,Linda McMahon,490
Chester,Chester,U.S. Senate,,REP,Linda McMahon,711
Clinton,Clinton,U.S. Senate,,REP,Linda McMahon,2936
Colchester,Colchester 1,U.S. Senate,,REP,Linda McMahon,1445
Colchester,Colchester 2,U.S. Senate,,REP,Linda McMahon,921
Colchester,Colchester 3,U.S. Senate,,REP,Linda McMahon,819
Colchester,Colchester 4,U.S. Senate,,REP,Linda McMahon,287
Colchester,Absentee,U.S. Senate,,REP,Linda McMahon,223
Colebrook,Colebrook,U.S. Senate,,REP,Linda McMahon,484
Columbia,Columbia,U.S. Senate,,REP,Linda McMahon,1402
Cornwall,Cornwall,U.S. Senate,,REP,Linda McMahon,271
Coventry,Coventry 1,U.S. Senate,,REP,Linda McMahon,1323
Coventry,Coventry 2,U.S. Senate,,REP,Linda McMahon,1398
Cromwell,Cromwell,U.S. Senate,,REP,Linda McMahon,3326
Danbury,Danbury 1-109,U.S. Senate,,REP,Linda McMahon,793
Danbury,Danbury 1-110,U.S. Senate,,REP,Linda McMahon,53
Danbury,Danbury 1-138,U.S. Senate,,REP,Linda McMahon,1630
Danbury,Danbury 2-108,U.S. Senate,,REP,Linda McMahon,383
Danbury,Danbury 2-109,U.S. Senate,,REP,Linda McMahon,557
Danbury,Danbury 2-138,U.S. Senate,,REP,Linda McMahon,657
Danbury,Danbury 3-107,U.S. Senate,,REP,Linda McMahon,239
Danbury,Danbury 3-109,U.S. Senate,,REP,Linda McMahon,1747
Danbury,Danbury 4-109,U.S. Senate,,REP,Linda McMahon,642
Danbury,Danbury 4-110,U.S. Senate,,REP,Linda McMahon,588
Danbury,Danbury 5-002,U.S. Senate,,REP,Linda McMahon,418
Danbury,Danbury 5-109,U.S. Senate,,REP,Linda McMahon,58
Danbury,Danbury 5-110,U.S. Senate,,REP,Linda McMahon,452
Danbury,Danbury 6-002,U.S. Senate,,REP,Linda McMahon,752
Danbury,Danbury 6-110,U.S. Senate,,REP,Linda McMahon,418
Danbury,Danbury 7-002,U.S. Senate,,REP,Linda McMahon,117
Danbury,Danbury 7-110,U.S. Senate,,REP,Linda McMahon,84
Danbury,Danbury 7-138,U.S. Senate,,REP,Linda McMahon,1399
Darien,Darien 1,U.S. Senate,,REP,Linda McMahon,1314
Darien,Darien 2,U.S. Senate,,REP,Linda McMahon,1130
Darien,Darien 3,U.S. Senate,,REP,Linda McMahon,1058
Darien,Darien 4,U.S. Senate,,REP,Linda McMahon,1083
Darien,Darien 5,U.S. Senate,,REP,Linda McMahon,1062
Darien,Darien 6,U.S. Senate,,REP,Linda McMahon,1106
DeepRiver,DeepRiver,U.S. Senate,,REP,Linda McMahon,984
Derby,Derby 104,U.S. Senate,,REP,Linda McMahon,531
Derby,Derby 105,U.S. Senate,,REP,Linda McMahon,250
Derby,Derby 114,U.S. Senate,,REP,Linda McMahon,1319
Durham,Durham 2,U.S. Senate,,REP,Linda McMahon,1301
Durham,Durham 3,U.S. Senate,,REP,Linda McMahon,127
Durham,Durham 4,U.S. Senate,,REP,Linda McMahon,621
East Granby,East Granby,U.S. Senate,,REP,Linda McMahon,1482
EastHaddam,EastHaddam,U.S. Senate,,REP,Linda McMahon,2174
EastHampton,EastHampton,U.S. Senate,,REP,Linda McMahon,3260
East Hartford,East Hartford 1,U.S. Senate,,REP,Linda McMahon,601
East Hartford,East Hartford 2,U.S. Senate,,REP,Linda McMahon,610
East Hartford,East Hartford 3,U.S. Senate,,REP,Linda McMahon,454
East Hartford,East Hartford 4,U.S. Senate,,REP,Linda McMahon,625
East Hartford,East Hartford 5,U.S. Senate,,REP,Linda McMahon,656
East Hartford,East Hartford 6,U.S. Senate,,REP,Linda McMahon,1034
East Hartford,East Hartford 7,U.S. Senate,,REP,Linda McMahon,1215
East Haven,East Haven 1,U.S. Senate,,REP,Linda McMahon,861
East Haven,East Haven 1S,U.S. Senate,,REP,Linda McMahon,38
East Haven,East Haven 2,U.S. Senate,,REP,Linda McMahon,1046
East Haven,East Haven 3,U.S. Senate,,REP,Linda McMahon,899
East Haven,East Haven 3S,U.S. Senate,,REP,Linda McMahon,102
East Haven,East Haven 4,U.S. Senate,,REP,Linda McMahon,788
East Haven,East Haven 5,U.S. Senate,,REP,Linda McMahon,968
East Haven,East Haven 5S,U.S. Senate,,REP,Linda McMahon,19
East Lyme,East Lyme 1,U.S. Senate,,REP,Linda McMahon,1467
East Lyme,East Lyme 2,U.S. Senate,,REP,Linda McMahon,1266
East Lyme,East Lyme 3,U.S. Senate,,REP,Linda McMahon,1017
East Windsor,East Windsor 1,U.S. Senate,,REP,Linda McMahon,1027
East Windsor,East Windsor 2,U.S. Senate,,REP,Linda McMahon,1153
Eastford,Eastford,U.S. Senate,,REP,Linda McMahon,492
Easton,Easton,U.S. Senate,,REP,Linda McMahon,2293
Ellington,Ellington 1,U.S. Senate,,REP,Linda McMahon,2769
Ellington,Ellington 2,U.S. Senate,,REP,Linda McMahon,881
Enfield,Enfield - Kennedy,U.S. Senate,,REP,Linda McMahon,1709
Enfield,Enfield - Fermi,U.S. Senate,,REP,Linda McMahon,1865
Enfield,Enfield - HS,U.S. Senate,,REP,Linda McMahon,1633
Enfield,Enfield - Barnard,U.S. Senate,,REP,Linda McMahon,2016
Enfield,Absentee/Presidential,U.S. Senate,,REP,Linda McMahon,488
Essex,Essex,U.S. Senate,,REP,Linda McMahon,1650
Fairfield,Fairfield 1,U.S. Senate,,REP,Linda McMahon,1670
Fairfield,Fairfield 2-132,U.S. Senate,,REP,Linda McMahon,348
Fairfield,Fairfield 2-133,U.S. Senate,,REP,Linda McMahon,91
Fairfield,Fairfield 2-134,U.S. Senate,,REP,Linda McMahon,1254
Fairfield,Fairfield 3-132,U.S. Senate,,REP,Linda McMahon,420
Fairfield,Fairfield 3-134,U.S. Senate,,REP,Linda McMahon,1488
Fairfield,Fairfield 4-132,U.S. Senate,,REP,Linda McMahon,716
Fairfield,Fairfield 4-133,U.S. Senate,,REP,Linda McMahon,211
Fairfield,Fairfield 4-134,U.S. Senate,,REP,Linda McMahon,359
Fairfield,Fairfield 5-132,U.S. Senate,,REP,Linda McMahon,10
Fairfield,Fairfield 5-133,U.S. Senate,,REP,Linda McMahon,933
Fairfield,Fairfield 6-132,U.S. Senate,,REP,Linda McMahon,222
Fairfield,Fairfield 6-133,U.S. Senate,,REP,Linda McMahon,1003
Fairfield,Fairfield 7-133,U.S. Senate,,REP,Linda McMahon,678
Fairfield,Fairfield 7-134,U.S. Senate,,REP,Linda McMahon,441
Fairfield,Fairfield 8-132,U.S. Senate,,REP,Linda McMahon,517
Fairfield,Fairfield 8-133,U.S. Senate,,REP,Linda McMahon,874
Fairfield,Fairfield 8-134,U.S. Senate,,REP,Linda McMahon,16
Fairfield,Fairfield 9,U.S. Senate,,REP,Linda McMahon,1455
Fairfield,Fairfield 10-132,U.S. Senate,,REP,Linda McMahon,967
Fairfield,Fairfield 10-133,U.S. Senate,,REP,Linda McMahon,372
Farmington,Farmington 1,U.S. Senate,,REP,Linda McMahon,1371
Farmington,Farmington 2,U.S. Senate,,REP,Linda McMahon,50
Farmington,Farmington 3,U.S. Senate,,REP,Linda McMahon,406
Farmington,Farmington 4,U.S. Senate,,REP,Linda McMahon,498
Farmington,Farmington 5,U.S. Senate,,REP,Linda McMahon,653
Farmington,Farmington 6,U.S. Senate,,REP,Linda McMahon,1951
Farmington,Farmington 7,U.S. Senate,,REP,Linda McMahon,1587
Franklin,Franklin,U.S. Senate,,REP,Linda McMahon,494
Glastonbury,Glastonbury 1,U.S. Senate,,REP,Linda McMahon,1766
Glastonbury,Glastonbury 2,U.S. Senate,,REP,Linda McMahon,154
Glastonbury,Glastonbury 3,U.S. Senate,,REP,Linda McMahon,369
Glastonbury,Glastonbury 4,U.S. Senate,,REP,Linda McMahon,1257
Glastonbury,Glastonbury 5,U.S. Senate,,REP,Linda McMahon,1664
Glastonbury,Glastonbury 7,U.S. Senate,,REP,Linda McMahon,1771
Glastonbury,Glastonbury 9,U.S. Senate,,REP,Linda McMahon,1991
Goshen,Goshen 63,U.S. Senate,,REP,Linda McMahon,488
Goshen,Goshen 64,U.S. Senate,,REP,Linda McMahon,564
Granby,Granby 1,U.S. Senate,,REP,Linda McMahon,3075
Granby,Granby 2,U.S. Senate,,REP,Linda McMahon,261
Greenwich,Greenwich 1,U.S. Senate,,REP,Linda McMahon,872
Greenwich,Greenwich 1A,U.S. Senate,,REP,Linda McMahon,214
Greenwich,Greenwich 2,U.S. Senate,,REP,Linda McMahon,1079
Greenwich,Greenwich 3,U.S. Senate,,REP,Linda McMahon,508
Greenwich,Greenwich 4,U.S. Senate,,REP,Linda McMahon,685
Greenwich,Greenwich 4A,U.S. Senate,,REP,Linda McMahon,273
Greenwich,Greenwich 5,U.S. Senate,,REP,Linda McMahon,771
Greenwich,Greenwich 5A,U.S. Senate,,REP,Linda McMahon,595
Greenwich,Greenwich 6,U.S. Senate,,REP,Linda McMahon,1140
Greenwich,Greenwich 6A,U.S. Senate,,REP,Linda McMahon,171
Greenwich,Greenwich 7,U.S. Senate,,REP,Linda McMahon,569
