candidate,party,office,district,town,votes,precinct
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,45,Elmwood Community Center
Denise W Merrill,Democratic Party,Secretary of the State,,West Hartford,1751,Hall High School
Susan Chapman,Republican Party,Secretary of the State,,West Hartford,727,Hall High School
Denise W Merrill,Working Families Party,Secretary of the State,,West Hartford,40,Hall High School
Susan Chapman,Independent Party,Secretary of the State,,West Hartford,30,Hall High School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Hartford,12,Hall High School
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,23,Hall High School
Denise W Merrill,Democratic Party,Secretary of the State,,West Hartford,1984,King Philip Middle School
Susan Chapman,Republican Party,Secretary of the State,,West Hartford,768,King Philip Middle School
Denise W Merrill,Working Families Party,Secretary of the State,,West Hartford,34,King Philip Middle School
Susan Chapman,Independent Party,Secretary of the State,,West Hartford,32,King Philip Middle School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Hartford,13,King Philip Middle School
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,33,King Philip Middle School
Denise W Merrill,Democratic Party,Secretary of the State,,West Hartford,1967,Sedgwick Middle School
Susan Chapman,Republican Party,Secretary of the State,,West Hartford,986,Sedgwick Middle School
Denise W Merrill,Working Families Party,Secretary of the State,,West Hartford,50,Sedgwick Middle School
Susan Chapman,Independent Party,Secretary of the State,,West Hartford,33,Sedgwick Middle School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Hartford,28,Sedgwick Middle School
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,29,Sedgwick Middle School
Denise W Merrill,Democratic Party,Secretary of the State,,West Hartford,2886,West Hartford Town Hall
Susan Chapman,Republican Party,Secretary of the State,,West Hartford,821,West Hartford Town Hall
Denise W Merrill,Working Families Party,Secretary of the State,,West Hartford,120,West Hartford Town Hall
Susan Chapman,Independent Party,Secretary of the State,,West Hartford,39,West Hartford Town Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Hartford,36,West Hartford Town Hall
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,48,West Hartford Town Hall
Denise W Merrill,Democratic Party,Secretary of the State,,West Hartford,1863,Wolcott School
Susan Chapman,Republican Party,Secretary of the State,,West Hartford,791,Wolcott School
Denise W Merrill,Working Families Party,Secretary of the State,,West Hartford,73,Wolcott School
Susan Chapman,Independent Party,Secretary of the State,,West Hartford,46,Wolcott School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Hartford,25,Wolcott School
S Michael DeRosa,Green Party,Secretary of the State,,West Hartford,40,Wolcott School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,1040,Ann V. Molloy School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,15,Ann V. Molloy School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,288,Ann V. Molloy School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,39,Ann V. Molloy School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,7,Ann V. Molloy School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,10,Ann V. Molloy School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,1118,City Hall
Susan Chapman,Independent Party,Secretary of the State,,West Haven,18,City Hall
Susan Chapman,Republican Party,Secretary of the State,,West Haven,466,City Hall
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,36,City Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,12,City Hall
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,24,City Hall
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,978,Forest School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,18,Forest School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,399,Forest School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,36,Forest School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,7,Forest School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,18,Forest School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,899,John Prete Senior Housing
Susan Chapman,Independent Party,Secretary of the State,,West Haven,15,John Prete Senior Housing
Susan Chapman,Republican Party,Secretary of the State,,West Haven,181,John Prete Senior Housing
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,24,John Prete Senior Housing
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,11,John Prete Senior Housing
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,9,John Prete Senior Housing
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,1098,Mackrille School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,22,Mackrille School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,858,Mackrille School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,53,Mackrille School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,14,Mackrille School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,24,Mackrille School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,998,Pagels School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,30,Pagels School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,989,Pagels School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,34,Pagels School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,14,Pagels School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,22,Pagels School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,1192,Seth Haley School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,34,Seth Haley School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,1255,Seth Haley School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,59,Seth Haley School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,11,Seth Haley School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,29,Seth Haley School
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,647,St Paul's Church Hall
Susan Chapman,Independent Party,Secretary of the State,,West Haven,8,St Paul's Church Hall
Susan Chapman,Republican Party,Secretary of the State,,West Haven,203,St Paul's Church Hall
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,24,St Paul's Church Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,5,St Paul's Church Hall
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,7,St Paul's Church Hall
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,987,Surfside Senior Housing
Susan Chapman,Independent Party,Secretary of the State,,West Haven,18,Surfside Senior Housing
Susan Chapman,Republican Party,Secretary of the State,,West Haven,566,Surfside Senior Housing
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,50,Surfside Senior Housing
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,9,Surfside Senior Housing
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,21,Surfside Senior Housing
Denise W Merrill,Democratic Party,Secretary of the State,,West Haven,1002,Washington School
Susan Chapman,Independent Party,Secretary of the State,,West Haven,25,Washington School
Susan Chapman,Republican Party,Secretary of the State,,West Haven,526,Washington School
Denise W Merrill,Working Families Party,Secretary of the State,,West Haven,46,Washington School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,West Haven,15,Washington School
S Michael DeRosa,Green Party,Secretary of the State,,West Haven,22,Washington School
Denise W Merrill,Democratic Party,Secretary of the State,,Weston,1875,Weston Middle School - 26
Susan Chapman,Republican Party,Secretary of the State,,Weston,1057,Weston Middle School - 26
Denise W Merrill,Working Families Party,Secretary of the State,,Weston,20,Weston Middle School - 26
Susan Chapman,Independent Party,Secretary of the State,,Weston,44,Weston Middle School - 26
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Weston,14,Weston Middle School - 26
S Michael DeRosa,Green Party,Secretary of the State,,Weston,15,Weston Middle School - 26
Denise W Merrill,Democratic Party,Secretary of the State,,Weston,1232,Weston Middle School - 28
Susan Chapman,Republican Party,Secretary of the State,,Weston,743,Weston Middle School - 28
Denise W Merrill,Working Families Party,Secretary of the State,,Weston,11,Weston Middle School - 28
Susan Chapman,Independent Party,Secretary of the State,,Weston,27,Weston Middle School - 28
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Weston,10,Weston Middle School - 28
S Michael DeRosa,Green Party,Secretary of the State,,Weston,5,Weston Middle School - 28
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,1949,Coleytown Elementary School Gymnasium
Susan Chapman,Republican Party,Secretary of the State,,Westport,1008,Coleytown Elementary School Gymnasium
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,18,Coleytown Elementary School Gymnasium
Susan Chapman,Independent Party,Secretary of the State,,Westport,49,Coleytown Elementary School Gymnasium
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,8,Coleytown Elementary School Gymnasium
S Michael DeRosa,Green Party,Secretary of the State,,Westport,10,Coleytown Elementary School Gymnasium
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,738,Greens Farms Elementary School Auditorium
Susan Chapman,Republican Party,Secretary of the State,,Westport,388,Greens Farms Elementary School Auditorium
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,11,Greens Farms Elementary School Auditorium
Susan Chapman,Independent Party,Secretary of the State,,Westport,18,Greens Farms Elementary School Auditorium
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,3,Greens Farms Elementary School Auditorium
S Michael DeRosa,Green Party,Secretary of the State,,Westport,10,Greens Farms Elementary School Auditorium
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,1102,Greens Farms Elementary School Gym
Susan Chapman,Republican Party,Secretary of the State,,Westport,639,Greens Farms Elementary School Gym
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,11,Greens Farms Elementary School Gym
Susan Chapman,Independent Party,Secretary of the State,,Westport,30,Greens Farms Elementary School Gym
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,9,Greens Farms Elementary School Gym
S Michael DeRosa,Green Party,Secretary of the State,,Westport,8,Greens Farms Elementary School Gym
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,2028,Long Lots Elementary School Gym
Susan Chapman,Republican Party,Secretary of the State,,Westport,1043,Long Lots Elementary School Gym
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,17,Long Lots Elementary School Gym
Susan Chapman,Independent Party,Secretary of the State,,Westport,59,Long Lots Elementary School Gym
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,23,Long Lots Elementary School Gym
S Michael DeRosa,Green Party,Secretary of the State,,Westport,9,Long Lots Elementary School Gym
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,622,Saugatuck Elementary School Gym
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,1256,Saugatuck Elementary School Gym
Susan Chapman,Republican Party,Secretary of the State,,Westport,399,Saugatuck Elementary School Gym
Susan Chapman,Republican Party,Secretary of the State,,Westport,726,Saugatuck Elementary School Gym
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,8,Saugatuck Elementary School Gym
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,12,Saugatuck Elementary School Gym
Susan Chapman,Independent Party,Secretary of the State,,Westport,10,Saugatuck Elementary School Gym
Susan Chapman,Independent Party,Secretary of the State,,Westport,35,Saugatuck Elementary School Gym
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,7,Saugatuck Elementary School Gym
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,11,Saugatuck Elementary School Gym
S Michael DeRosa,Green Party,Secretary of the State,,Westport,2,Saugatuck Elementary School Gym
S Michael DeRosa,Green Party,Secretary of the State,,Westport,8,Saugatuck Elementary School Gym
Denise W Merrill,Democratic Party,Secretary of the State,,Westport,1000,Town Hall Auditorium
Susan Chapman,Republican Party,Secretary of the State,,Westport,471,Town Hall Auditorium
Denise W Merrill,Working Families Party,Secretary of the State,,Westport,9,Town Hall Auditorium
Susan Chapman,Independent Party,Secretary of the State,,Westport,36,Town Hall Auditorium
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Westport,5,Town Hall Auditorium
S Michael DeRosa,Green Party,Secretary of the State,,Westport,9,Town Hall Auditorium
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,1122,Emerson Williams School
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,824,Emerson Williams School
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,45,Emerson Williams School
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,30,Emerson Williams School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,18,Emerson Williams School
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,21,Emerson Williams School
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,1120,Incarnation Church Hall
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,1248,Incarnation Church Hall
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,53,Incarnation Church Hall
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,27,Incarnation Church Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,16,Incarnation Church Hall
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,24,Incarnation Church Hall
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,630,Keeney Cultural Center
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,412,Keeney Cultural Center
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,37,Keeney Cultural Center
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,18,Keeney Cultural Center
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,12,Keeney Cultural Center
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,8,Keeney Cultural Center
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,1453,Pitkin Community Center
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,829,Pitkin Community Center
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,73,Pitkin Community Center
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,45,Pitkin Community Center
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,24,Pitkin Community Center
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,50,Pitkin Community Center
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,1300,Webb Elementary School
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,1037,Webb Elementary School
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,57,Webb Elementary School
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,32,Webb Elementary School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,11,Webb Elementary School
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,32,Webb Elementary School
Denise W Merrill,Democratic Party,Secretary of the State,,Wethersfield,1008,Wethersfield United Methodist Church
Susan Chapman,Republican Party,Secretary of the State,,Wethersfield,721,Wethersfield United Methodist Church
Denise W Merrill,Working Families Party,Secretary of the State,,Wethersfield,37,Wethersfield United Methodist Church
Susan Chapman,Independent Party,Secretary of the State,,Wethersfield,21,Wethersfield United Methodist Church
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wethersfield,13,Wethersfield United Methodist Church
S Michael DeRosa,Green Party,Secretary of the State,,Wethersfield,19,Wethersfield United Methodist Church
Denise W Merrill,Democratic Party,Secretary of the State,,Willington,1276,The Town Office Building
Susan Chapman,Republican Party,Secretary of the State,,Willington,1105,The Town Office Building
Denise W Merrill,Working Families Party,Secretary of the State,,Willington,65,The Town Office Building
Susan Chapman,Independent Party,Secretary of the State,,Willington,58,The Town Office Building
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Willington,32,The Town Office Building
S Michael DeRosa,Green Party,Secretary of the State,,Willington,30,The Town Office Building
Denise W Merrill,Democratic Party,Secretary of the State,,Wilton,1742,Cider Mill School - District 2
Susan Chapman,Republican Party,Secretary of the State,,Wilton,1512,Cider Mill School - District 2
Denise W Merrill,Working Families Party,Secretary of the State,,Wilton,21,Cider Mill School - District 2
Susan Chapman,Independent Party,Secretary of the State,,Wilton,67,Cider Mill School - District 2
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wilton,18,Cider Mill School - District 2
S Michael DeRosa,Green Party,Secretary of the State,,Wilton,16,Cider Mill School - District 2
Denise W Merrill,Democratic Party,Secretary of the State,,Wilton,1404,Middlebrook School - District 3
Susan Chapman,Republican Party,Secretary of the State,,Wilton,1243,Middlebrook School - District 3
Denise W Merrill,Working Families Party,Secretary of the State,,Wilton,25,Middlebrook School - District 3
Susan Chapman,Independent Party,Secretary of the State,,Wilton,54,Middlebrook School - District 3
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wilton,20,Middlebrook School - District 3
S Michael DeRosa,Green Party,Secretary of the State,,Wilton,15,Middlebrook School - District 3
Denise W Merrill,Democratic Party,Secretary of the State,,Wilton,1509,Wilton High School - District 1
Susan Chapman,Republican Party,Secretary of the State,,Wilton,1370,Wilton High School - District 1
Denise W Merrill,Working Families Party,Secretary of the State,,Wilton,36,Wilton High School - District 1
Susan Chapman,Independent Party,Secretary of the State,,Wilton,61,Wilton High School - District 1
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wilton,28,Wilton High School - District 1
S Michael DeRosa,Green Party,Secretary of the State,,Wilton,20,Wilton High School - District 1
Denise W Merrill,Democratic Party,Secretary of the State,,Wilton,0,Wilton Town Hall
Susan Chapman,Republican Party,Secretary of the State,,Wilton,0,Wilton Town Hall
Denise W Merrill,Working Families Party,Secretary of the State,,Wilton,0,Wilton Town Hall
Susan Chapman,Independent Party,Secretary of the State,,Wilton,0,Wilton Town Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wilton,0,Wilton Town Hall
S Michael DeRosa,Green Party,Secretary of the State,,Wilton,0,Wilton Town Hall
Denise W Merrill,Democratic Party,Secretary of the State,,Winchester,1624,Pearson School
Susan Chapman,Republican Party,Secretary of the State,,Winchester,2147,Pearson School
Denise W Merrill,Working Families Party,Secretary of the State,,Winchester,107,Pearson School
Susan Chapman,Independent Party,Secretary of the State,,Winchester,109,Pearson School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Winchester,30,Pearson School
S Michael DeRosa,Green Party,Secretary of the State,,Winchester,51,Pearson School
Denise W Merrill,Democratic Party,Secretary of the State,,Windham,262,Bpo Elks 1311
Denise W Merrill,Democratic Party,Secretary of the State,,Windham,605,Bpo Elks 1311
Denise W Merrill,Democratic Party,Secretary of the State,,Windham,1141,Bpo Elks 1311
Susan Chapman,Republican Party,Secretary of the State,,Windham,74,Bpo Elks 1311
Susan Chapman,Republican Party,Secretary of the State,,Windham,297,Bpo Elks 1311
Susan Chapman,Republican Party,Secretary of the State,,Windham,340,Bpo Elks 1311
Denise W Merrill,Working Families Party,Secretary of the State,,Windham,13,Bpo Elks 1311
Denise W Merrill,Working Families Party,Secretary of the State,,Windham,32,Bpo Elks 1311
Denise W Merrill,Working Families Party,Secretary of the State,,Windham,78,Bpo Elks 1311
Susan Chapman,Independent Party,Secretary of the State,,Windham,4,Bpo Elks 1311
Susan Chapman,Independent Party,Secretary of the State,,Windham,24,Bpo Elks 1311
Susan Chapman,Independent Party,Secretary of the State,,Windham,30,Bpo Elks 1311
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windham,5,Bpo Elks 1311
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windham,9,Bpo Elks 1311
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windham,15,Bpo Elks 1311
S Michael DeRosa,Green Party,Secretary of the State,,Windham,9,Bpo Elks 1311
S Michael DeRosa,Green Party,Secretary of the State,,Windham,20,Bpo Elks 1311
S Michael DeRosa,Green Party,Secretary of the State,,Windham,41,Bpo Elks 1311
Denise W Merrill,Democratic Party,Secretary of the State,,Windham,1198,Vfw
Susan Chapman,Republican Party,Secretary of the State,,Windham,318,Vfw
Denise W Merrill,Working Families Party,Secretary of the State,,Windham,79,Vfw
Susan Chapman,Independent Party,Secretary of the State,,Windham,22,Vfw
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windham,16,Vfw
S Michael DeRosa,Green Party,Secretary of the State,,Windham,33,Vfw
Denise W Merrill,Democratic Party,Secretary of the State,,Windham,984,Windham Center Fire Dept
Susan Chapman,Republican Party,Secretary of the State,,Windham,727,Windham Center Fire Dept
Denise W Merrill,Working Families Party,Secretary of the State,,Windham,68,Windham Center Fire Dept
Susan Chapman,Independent Party,Secretary of the State,,Windham,32,Windham Center Fire Dept
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windham,16,Windham Center Fire Dept
S Michael DeRosa,Green Party,Secretary of the State,,Windham,24,Windham Center Fire Dept
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,1732,330 Windsor Avenue
Susan Chapman,Republican Party,Secretary of the State,,Windsor,209,330 Windsor Avenue
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,45,330 Windsor Avenue
Susan Chapman,Independent Party,Secretary of the State,,Windsor,21,330 Windsor Avenue
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,10,330 Windsor Avenue
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,18,330 Windsor Avenue
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,1891,John F Kennedy School
Susan Chapman,Republican Party,Secretary of the State,,Windsor,633,John F Kennedy School
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,55,John F Kennedy School
Susan Chapman,Independent Party,Secretary of the State,,Windsor,35,John F Kennedy School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,26,John F Kennedy School
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,26,John F Kennedy School
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,1074,L. P. Wilson
Susan Chapman,Republican Party,Secretary of the State,,Windsor,155,L. P. Wilson
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,34,L. P. Wilson
Susan Chapman,Independent Party,Secretary of the State,,Windsor,11,L. P. Wilson
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,8,L. P. Wilson
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,9,L. P. Wilson
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,1697,Oliver Ellsworth School
Susan Chapman,Republican Party,Secretary of the State,,Windsor,856,Oliver Ellsworth School
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,52,Oliver Ellsworth School
Susan Chapman,Independent Party,Secretary of the State,,Windsor,33,Oliver Ellsworth School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,28,Oliver Ellsworth School
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,40,Oliver Ellsworth School
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,1595,Poquonock School
Susan Chapman,Republican Party,Secretary of the State,,Windsor,761,Poquonock School
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,56,Poquonock School
Susan Chapman,Independent Party,Secretary of the State,,Windsor,26,Poquonock School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,18,Poquonock School
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,24,Poquonock School
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,727,Rainbow Firehouse
Susan Chapman,Republican Party,Secretary of the State,,Windsor,517,Rainbow Firehouse
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,29,Rainbow Firehouse
Susan Chapman,Independent Party,Secretary of the State,,Windsor,32,Rainbow Firehouse
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,9,Rainbow Firehouse
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,15,Rainbow Firehouse
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor,826,Windsor Town Hall
Susan Chapman,Republican Party,Secretary of the State,,Windsor,367,Windsor Town Hall
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor,21,Windsor Town Hall
Susan Chapman,Independent Party,Secretary of the State,,Windsor,14,Windsor Town Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor,9,Windsor Town Hall
S Michael DeRosa,Green Party,Secretary of the State,,Windsor,8,Windsor Town Hall
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor Locks,1202,Mario Gatti Town Hall
Susan Chapman,Republican Party,Secretary of the State,,Windsor Locks,1096,Mario Gatti Town Hall
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor Locks,64,Mario Gatti Town Hall
Susan Chapman,Independent Party,Secretary of the State,,Windsor Locks,50,Mario Gatti Town Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor Locks,19,Mario Gatti Town Hall
S Michael DeRosa,Green Party,Secretary of the State,,Windsor Locks,32,Mario Gatti Town Hall
Denise W Merrill,Democratic Party,Secretary of the State,,Windsor Locks,1255,Windsor Locks High School
Susan Chapman,Republican Party,Secretary of the State,,Windsor Locks,1140,Windsor Locks High School
Denise W Merrill,Working Families Party,Secretary of the State,,Windsor Locks,51,Windsor Locks High School
Susan Chapman,Independent Party,Secretary of the State,,Windsor Locks,66,Windsor Locks High School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Windsor Locks,21,Windsor Locks High School
S Michael DeRosa,Green Party,Secretary of the State,,Windsor Locks,26,Windsor Locks High School
Denise W Merrill,Democratic Party,Secretary of the State,,Wolcott,826,Tyrrell Middle School
Susan Chapman,Republican Party,Secretary of the State,,Wolcott,1448,Tyrrell Middle School
Denise W Merrill,Working Families Party,Secretary of the State,,Wolcott,52,Tyrrell Middle School
Susan Chapman,Independent Party,Secretary of the State,,Wolcott,57,Tyrrell Middle School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wolcott,13,Tyrrell Middle School
S Michael DeRosa,Green Party,Secretary of the State,,Wolcott,16,Tyrrell Middle School
Denise W Merrill,Democratic Party,Secretary of the State,,Wolcott,779,Wakelee
Susan Chapman,Republican Party,Secretary of the State,,Wolcott,1576,Wakelee
Denise W Merrill,Working Families Party,Secretary of the State,,Wolcott,40,Wakelee
Susan Chapman,Independent Party,Secretary of the State,,Wolcott,50,Wakelee
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wolcott,13,Wakelee
S Michael DeRosa,Green Party,Secretary of the State,,Wolcott,20,Wakelee
Denise W Merrill,Democratic Party,Secretary of the State,,Wolcott,800,Wolcott High School
Susan Chapman,Republican Party,Secretary of the State,,Wolcott,1859,Wolcott High School
Denise W Merrill,Working Families Party,Secretary of the State,,Wolcott,46,Wolcott High School
Susan Chapman,Independent Party,Secretary of the State,,Wolcott,46,Wolcott High School
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Wolcott,14,Wolcott High School
S Michael DeRosa,Green Party,Secretary of the State,,Wolcott,19,Wolcott High School
Denise W Merrill,Democratic Party,Secretary of the State,,Woodbridge,2358,Center School 1
Susan Chapman,Republican Party,Secretary of the State,,Woodbridge,1402,Center School 1
