county,town,precinct,office,district,candidate,party,votes
Hartford,Bristol,Bristol 78-01,Attorney General,,George Jepsen,Dem,1025
Hartford,Bristol,Bristol 78-01,Attorney General,,George Jepsen,WF,49
Hartford,Bristol,Bristol 78-02,Attorney General,,George Jepsen,Dem,769
Hartford,Bristol,Bristol 78-02,Attorney General,,George Jepsen,WF,53
Hartford,Bristol,Bristol 79-01,Attorney General,,George Jepsen,Dem,1074
Hartford,Bristol,Bristol 79-01,Attorney General,,George Jepsen,WF,86
Hartford,Bristol,Bristol 79-02,Attorney General,,George Jepsen,Dem,859
Hartford,Bristol,Bristol 79-02,Attorney General,,George Jepsen,WF,40
Hartford,Bristol,Bristol 79-03,Attorney General,,George Jepsen,Dem,1190
Hartford,Bristol,Bristol 79-03,Attorney General,,George Jepsen,WF,72
Hartford,Bristol,Bristol Total,Attorney General,,George Jepsen,Dem,9159
Hartford,Bristol,Bristol Total,Attorney General,,George Jepsen,WF,528
Hartford,Bristol,Bristol 77-01,Attorney General,,Stephen Fournier,Green,44
Hartford,Bristol,Bristol 77-02,Attorney General,,Stephen Fournier,Green,64
Hartford,Bristol,Bristol 77-03,Attorney General,,Stephen Fournier,Green,60
Hartford,Bristol,Bristol 77-04,Attorney General,,Stephen Fournier,Green,27
Hartford,Bristol,Bristol 78-01,Attorney General,,Stephen Fournier,Green,45
Hartford,Bristol,Bristol 78-02,Attorney General,,Stephen Fournier,Green,54
Hartford,Bristol,Bristol 79-01,Attorney General,,Stephen Fournier,Green,67
Hartford,Bristol,Bristol 79-02,Attorney General,,Stephen Fournier,Green,48
Hartford,Bristol,Bristol 79-03,Attorney General,,Stephen Fournier,Green,61
Hartford,Bristol,Bristol Total,Attorney General,,Stephen Fournier,Green,470
