town,precinct,office,district,party,candidate,votes
New Haven,New Haven 23-0-10-092,Congress ,CD3,R,James Brown,30
New Haven,New Haven 24-0-10-092,Congress ,CD3,R,James Brown,55
New Haven,New Haven 25-0-10-092,Congress ,CD3,R,James Brown,221
New Haven,New Haven 26-0-10-092,Congress ,CD3,R,James Brown,160
New Haven,New Haven 27-1-10-092,Congress ,CD3,R,James Brown,74
New Haven,New Haven 28-0-10-093,Congress ,CD3,R,James Brown,53
New Haven,New Haven 29-0-10-093,Congress ,CD3,R,James Brown,40
New Haven,New Haven 30-1-10-093,Congress ,CD3,R,James Brown,7
New Haven,New Haven 30-2-10-093,Congress ,CD3,R,James Brown,16
New Haven,New Haven CT,Congress ,CD3,R,James Brown,2474
New Haven,New Haven 01-2-11-094,Congress ,CD3,D,Rosa DeLauro,226
New Haven,New Haven 02-2-10-093,Congress ,CD3,D,Rosa DeLauro,597
New Haven,New Haven 03-1-10-092,Congress ,CD3,D,Rosa DeLauro,408
New Haven,New Haven 03-2-10-093,Congress ,CD3,D,Rosa DeLauro,86
New Haven,New Haven 04-1-10-095,Congress ,CD3,D,Rosa DeLauro,407
New Haven,New Haven 04-2-10-116,Congress ,CD3,D,Rosa DeLauro,114
New Haven,New Haven 05-0-10-095,Congress ,CD3,D,Rosa DeLauro,493
New Haven,New Haven 06-2-11-095,Congress ,CD3,D,Rosa DeLauro,358
New Haven,New Haven 06-3-11-095,Congress ,CD3,D,Rosa DeLauro,120
New Haven,New Haven 07-2-11-096,Congress ,CD3,D,Rosa DeLauro,1281
New Haven,New Haven 08-1-11-095,Congress ,CD3,D,Rosa DeLauro,147
New Haven,New Haven 08-2-11-096,Congress ,CD3,D,Rosa DeLauro,649
New Haven,New Haven 09-2-11-096,Congress ,CD3,D,Rosa DeLauro,676
New Haven,New Haven 10-0-11-096,Congress ,CD3,D,Rosa DeLauro,1085
New Haven,New Haven 11-1-11-097,Congress ,CD3,D,Rosa DeLauro,536
New Haven,New Haven 11-2-11-097,Congress ,CD3,D,Rosa DeLauro,152
New Haven,New Haven 11-3-11-097,Congress ,CD3,D,Rosa DeLauro,172
New Haven,New Haven 12-1-11-096,Congress ,CD3,D,Rosa DeLauro,176
New Haven,New Haven 12-2-11-097,Congress ,CD3,D,Rosa DeLauro,458
New Haven,New Haven 13-0-11-097,Congress ,CD3,D,Rosa DeLauro,667
New Haven,New Haven 14-1-11-095,Congress ,CD3,D,Rosa DeLauro,441
New Haven,New Haven 15-1-11-095,Congress ,CD3,D,Rosa DeLauro,403
New Haven,New Haven 16-0-11-095,Congress ,CD3,D,Rosa DeLauro,391
New Haven,New Haven 17-0-11-097,Congress ,CD3,D,Rosa DeLauro,749
New Haven,New Haven 18-0-11-097,Congress ,CD3,D,Rosa DeLauro,952
New Haven,New Haven 19-1-10-094,Congress ,CD3,D,Rosa DeLauro,269
New Haven,New Haven 19-2-11-094,Congress ,CD3,D,Rosa DeLauro,410
New Haven,New Haven 20-2-10-094,Congress ,CD3,D,Rosa DeLauro,1013
New Haven,New Haven 21-1-10-093,Congress ,CD3,D,Rosa DeLauro,464
New Haven,New Haven 22-1-10-093,Congress ,CD3,D,Rosa DeLauro,354
New Haven,New Haven 22-2-10-094,Congress ,CD3,D,Rosa DeLauro,347
New Haven,New Haven 23-0-10-092,Congress ,CD3,D,Rosa DeLauro,638
New Haven,New Haven 24-0-10-092,Congress ,CD3,D,Rosa DeLauro,775
New Haven,New Haven 25-0-10-092,Congress ,CD3,D,Rosa DeLauro,1313
New Haven,New Haven 26-0-10-092,Congress ,CD3,D,Rosa DeLauro,1212
New Haven,New Haven 27-1-10-092,Congress ,CD3,D,Rosa DeLauro,655
New Haven,New Haven 28-0-10-093,Congress ,CD3,D,Rosa DeLauro,745
New Haven,New Haven 29-0-10-093,Congress ,CD3,D,Rosa DeLauro,677
New Haven,New Haven 30-1-10-093,Congress ,CD3,D,Rosa DeLauro,164
New Haven,New Haven 30-2-10-093,Congress ,CD3,D,Rosa DeLauro,432
New Haven,New Haven CT,Congress ,CD3,D,Rosa DeLauro,21212
New Haven,Overseas (not included),Congress ,CD3,D,Rosa DeLauro,14
New Haven,New Haven 01-2-11-094,Congress ,CD3,WF,Rosa DeLauro,10
New Haven,New Haven 02-2-10-093,Congress ,CD3,WF,Rosa DeLauro,60
New Haven,New Haven 03-1-10-092,Congress ,CD3,WF,Rosa DeLauro,13
New Haven,New Haven 03-2-10-093,Congress ,CD3,WF,Rosa DeLauro,12
New Haven,New Haven 04-1-10-095,Congress ,CD3,WF,Rosa DeLauro,16
New Haven,New Haven 04-2-10-116,Congress ,CD3,WF,Rosa DeLauro,6
New Haven,New Haven 05-0-10-095,Congress ,CD3,WF,Rosa DeLauro,29
New Haven,New Haven 06-2-11-095,Congress ,CD3,WF,Rosa DeLauro,24
New Haven,New Haven 06-3-11-095,Congress ,CD3,WF,Rosa DeLauro,3
New Haven,New Haven 07-2-11-096,Congress ,CD3,WF,Rosa DeLauro,101
New Haven,New Haven 08-1-11-095,Congress ,CD3,WF,Rosa DeLauro,13
New Haven,New Haven 08-2-11-096,Congress ,CD3,WF,Rosa DeLauro,83
New Haven,New Haven 09-2-11-096,Congress ,CD3,WF,Rosa DeLauro,89
New Haven,New Haven 10-0-11-096,Congress ,CD3,WF,Rosa DeLauro,131
New Haven,New Haven 11-1-11-097,Congress ,CD3,WF,Rosa DeLauro,21
New Haven,New Haven 11-2-11-097,Congress ,CD3,WF,Rosa DeLauro,17
New Haven,New Haven 11-3-11-097,Congress ,CD3,WF,Rosa DeLauro,14
New Haven,New Haven 12-1-11-096,Congress ,CD3,WF,Rosa DeLauro,9
New Haven,New Haven 12-2-11-097,Congress ,CD3,WF,Rosa DeLauro,36
New Haven,New Haven 13-0-11-097,Congress ,CD3,WF,Rosa DeLauro,64
New Haven,New Haven 14-1-11-095,Congress ,CD3,WF,Rosa DeLauro,41
New Haven,New Haven 15-1-11-095,Congress ,CD3,WF,Rosa DeLauro,30
New Haven,New Haven 16-0-11-095,Congress ,CD3,WF,Rosa DeLauro,13
New Haven,New Haven 17-0-11-097,Congress ,CD3,WF,Rosa DeLauro,48
New Haven,New Haven 18-0-11-097,Congress ,CD3,WF,Rosa DeLauro,95
New Haven,New Haven 19-1-10-094,Congress ,CD3,WF,Rosa DeLauro,25
New Haven,New Haven 19-2-11-094,Congress ,CD3,WF,Rosa DeLauro,26
New Haven,New Haven 20-2-10-094,Congress ,CD3,WF,Rosa DeLauro,37
New Haven,New Haven 21-1-10-093,Congress ,CD3,WF,Rosa DeLauro,12
New Haven,New Haven 22-1-10-093,Congress ,CD3,WF,Rosa DeLauro,23
New Haven,New Haven 22-2-10-094,Congress ,CD3,WF,Rosa DeLauro,25
New Haven,New Haven 23-0-10-092,Congress ,CD3,WF,Rosa DeLauro,36
New Haven,New Haven 24-0-10-092,Congress ,CD3,WF,Rosa DeLauro,47
New Haven,New Haven 25-0-10-092,Congress ,CD3,WF,Rosa DeLauro,117
New Haven,New Haven 26-0-10-092,Congress ,CD3,WF,Rosa DeLauro,60
New Haven,New Haven 27-1-10-092,Congress ,CD3,WF,Rosa DeLauro,40
New Haven,New Haven 28-0-10-093,Congress ,CD3,WF,Rosa DeLauro,39
New Haven,New Haven 29-0-10-093,Congress ,CD3,WF,Rosa DeLauro,34
New Haven,New Haven 30-1-10-093,Congress ,CD3,WF,Rosa DeLauro,9
New Haven,New Haven 30-2-10-093,Congress ,CD3,WF,Rosa DeLauro,12
New Haven,New Haven CT,Congress ,CD3,WF,Rosa DeLauro,1520
New Haven,New Haven 01-2-11-094,Congress ,CD3,UNK,Rosa DeLauro,1
New Haven,New Haven 02-2-10-093,Congress ,CD3,UNK,Rosa DeLauro,25
New Haven,New Haven 03-1-10-092,Congress ,CD3,UNK,Rosa DeLauro,21
New Haven,New Haven 03-2-10-093,Congress ,CD3,UNK,Rosa DeLauro,3
New Haven,New Haven 04-1-10-095,Congress ,CD3,UNK,Rosa DeLauro,22
New Haven,New Haven 04-2-10-116,Congress ,CD3,UNK,Rosa DeLauro,5
New Haven,New Haven 05-0-10-095,Congress ,CD3,UNK,Rosa DeLauro,23
New Haven,New Haven 06-2-11-095,Congress ,CD3,UNK,Rosa DeLauro,25
New Haven,New Haven 06-3-11-095,Congress ,CD3,UNK,Rosa DeLauro,8
New Haven,New Haven 07-2-11-096,Congress ,CD3,UNK,Rosa DeLauro,15
New Haven,New Haven 08-1-11-095,Congress ,CD3,UNK,Rosa DeLauro,11
New Haven,New Haven 08-2-11-096,Congress ,CD3,UNK,Rosa DeLauro,18
New Haven,New Haven 09-2-11-096,Congress ,CD3,UNK,Rosa DeLauro,20
New Haven,New Haven 10-0-11-096,Congress ,CD3,UNK,Rosa DeLauro,20
New Haven,New Haven 11-1-11-097,Congress ,CD3,UNK,Rosa DeLauro,31
New Haven,New Haven 11-2-11-097,Congress ,CD3,UNK,Rosa DeLauro,13
New Haven,New Haven 11-3-11-097,Congress ,CD3,UNK,Rosa DeLauro,56
New Haven,New Haven 12-1-11-096,Congress ,CD3,UNK,Rosa DeLauro,11
New Haven,New Haven 12-2-11-097,Congress ,CD3,UNK,Rosa DeLauro,33
New Haven,New Haven 13-0-11-097,Congress ,CD3,UNK,Rosa DeLauro,29
New Haven,New Haven 14-1-11-095,Congress ,CD3,UNK,Rosa DeLauro,19
New Haven,New Haven 15-1-11-095,Congress ,CD3,UNK,Rosa DeLauro,22
New Haven,New Haven 16-0-11-095,Congress ,CD3,UNK,Rosa DeLauro,14
New Haven,New Haven 17-0-11-097,Congress ,CD3,UNK,Rosa DeLauro,19
New Haven,New Haven 18-0-11-097,Congress ,CD3,UNK,Rosa DeLauro,35
New Haven,New Haven 19-1-10-094,Congress ,CD3,UNK,Rosa DeLauro,14
New Haven,New Haven 19-2-11-094,Congress ,CD3,UNK,Rosa DeLauro,2
New Haven,New Haven 20-2-10-094,Congress ,CD3,UNK,Rosa DeLauro,81
New Haven,New Haven 21-1-10-093,Congress ,CD3,UNK,Rosa DeLauro,30
New Haven,New Haven 22-1-10-093,Congress ,CD3,UNK,Rosa DeLauro,21
New Haven,New Haven 22-2-10-094,Congress ,CD3,UNK,Rosa DeLauro,19
New Haven,New Haven 23-0-10-092,Congress ,CD3,UNK,Rosa DeLauro,25
New Haven,New Haven 24-0-10-092,Congress ,CD3,UNK,Rosa DeLauro,21
New Haven,New Haven 25-0-10-092,Congress ,CD3,UNK,Rosa DeLauro,20
New Haven,New Haven 26-0-10-092,Congress ,CD3,UNK,Rosa DeLauro,44
New Haven,New Haven 27-1-10-092,Congress ,CD3,UNK,Rosa DeLauro,34
New Haven,New Haven 28-0-10-093,Congress ,CD3,UNK,Rosa DeLauro,56
New Haven,New Haven 29-0-10-093,Congress ,CD3,UNK,Rosa DeLauro,23
New Haven,New Haven 30-1-10-093,Congress ,CD3,UNK,Rosa DeLauro,10
New Haven,New Haven 30-2-10-093,Congress ,CD3,UNK,Rosa DeLauro,38
New Haven,New Haven CT,Congress ,CD3,UNK,Rosa DeLauro,937
New Haven,New Haven 01-2-11-094,State Senate,SD11,D,Martin Looney,221
New Haven,New Haven 02-2-10-093,State Senate,SD10,D,Gary Winfield,599
New Haven,New Haven 03-1-10-092,State Senate,SD10,D,Gary Winfield,398
New Haven,New Haven 03-2-10-093,State Senate,SD10,D,Gary Winfield,89
New Haven,New Haven 04-1-10-095,State Senate,SD10,D,Gary Winfield,397
New Haven,New Haven 04-2-10-116,State Senate,SD10,D,Gary Winfield,112
New Haven,New Haven 05-0-10-095,State Senate,SD10,D,Gary Winfield,469
New Haven,New Haven 06-2-11-095,State Senate,SD10,D,Gary Winfield,357
New Haven,New Haven 06-3-11-095,State Senate,SD11,D,Martin Looney,119
New Haven,New Haven 07-2-11-096,State Senate,SD11,D,Martin Looney,1267
New Haven,New Haven 08-1-11-095,State Senate,SD11,D,Martin Looney,151
New Haven,New Haven 08-2-11-096,State Senate,SD11,D,Martin Looney,645
New Haven,New Haven 09-2-11-096,State Senate,SD11,D,Martin Looney,661
New Haven,New Haven 10-0-11-096,State Senate,SD11,D,Martin Looney,1092
New Haven,New Haven 11-1-11-097,State Senate,SD11,D,Martin Looney,534
New Haven,New Haven 11-2-11-097,State Senate,SD11,D,Martin Looney,150
New Haven,New Haven 11-3-11-097,State Senate,SD11,D,Martin Looney,185
New Haven,New Haven 12-1-11-096,State Senate,SD11,D,Martin Looney,180
New Haven,New Haven 12-2-11-097,State Senate,SD11,D,Martin Looney,454
New Haven,New Haven 13-0-11-097,State Senate,SD11,D,Martin Looney,673
New Haven,New Haven 14-1-11-095,State Senate,SD11,D,Martin Looney,433
New Haven,New Haven 15-1-11-095,State Senate,SD11,D,Martin Looney,397
New Haven,New Haven 16-0-11-095,State Senate,SD11,D,Martin Looney,384
New Haven,New Haven 17-0-11-097,State Senate,SD11,D,Martin Looney,764
New Haven,New Haven 18-0-11-097,State Senate,SD11,D,Martin Looney,993
New Haven,New Haven 19-1-10-094,State Senate,SD10,D,Gary Winfield,264
New Haven,New Haven 19-2-11-094,State Senate,SD11,D,Martin Looney,401
New Haven,New Haven 20-2-10-094,State Senate,SD10,D,Gary Winfield,1003
New Haven,New Haven 21-1-10-093,State Senate,SD10,D,Gary Winfield,465
New Haven,New Haven 22-1-10-093,State Senate,SD10,D,Gary Winfield,343
New Haven,New Haven 22-2-10-094,State Senate,SD10,D,Gary Winfield,342
New Haven,New Haven 23-0-10-092,State Senate,SD10,D,Gary Winfield,632
New Haven,New Haven 24-0-10-092,State Senate,SD10,D,Gary Winfield,774
New Haven,New Haven 25-0-10-092,State Senate,SD10,D,Gary Winfield,1283
New Haven,New Haven 26-0-10-092,State Senate,SD10,D,Gary Winfield,1193
New Haven,New Haven 27-1-10-092,State Senate,SD10,D,Gary Winfield,641
New Haven,New Haven 28-0-10-093,State Senate,SD10,D,Gary Winfield,735
New Haven,New Haven 29-0-10-093,State Senate,SD10,D,Gary Winfield,676
New Haven,New Haven 30-1-10-093,State Senate,SD10,D,Gary Winfield,173
New Haven,New Haven 30-2-10-093,State Senate,SD10,D,Gary Winfield,428
New Haven,New Haven CT SD10 Total,State Senate,SD10,D,Gary Winfield,11373
New Haven,New Haven CT SD11 Total,State Senate,SD11,D,Martin Looney,9704
New Haven,New Haven 01-2-11-094,State Senate,SD11,WF,Martin Looney,9
New Haven,New Haven 02-2-10-093,State Senate,SD10,WF,Gary Winfield,64
New Haven,New Haven 03-1-10-092,State Senate,SD10,WF,Gary Winfield,14
New Haven,New Haven 03-2-10-093,State Senate,SD10,WF,Gary Winfield,15
New Haven,New Haven 04-1-10-095,State Senate,SD10,WF,Gary Winfield,14
New Haven,New Haven 04-2-10-116,State Senate,SD10,WF,Gary Winfield,3
New Haven,New Haven 05-0-10-095,State Senate,SD10,WF,Gary Winfield,27
New Haven,New Haven 06-2-11-095,State Senate,SD10,WF,Gary Winfield,25
New Haven,New Haven 06-3-11-095,State Senate,SD11,WF,Martin Looney,2
New Haven,New Haven 07-2-11-096,State Senate,SD11,WF,Martin Looney,115
New Haven,New Haven 08-1-11-095,State Senate,SD11,WF,Martin Looney,10
New Haven,New Haven 08-2-11-096,State Senate,SD11,WF,Martin Looney,89
New Haven,New Haven 09-2-11-096,State Senate,SD11,WF,Martin Looney,99
New Haven,New Haven 10-0-11-096,State Senate,SD11,WF,Martin Looney,130
New Haven,New Haven 11-1-11-097,State Senate,SD11,WF,Martin Looney,20
New Haven,New Haven 11-2-11-097,State Senate,SD11,WF,Martin Looney,18
New Haven,New Haven 11-3-11-097,State Senate,SD11,WF,Martin Looney,17
New Haven,New Haven 12-1-11-096,State Senate,SD11,WF,Martin Looney,8
New Haven,New Haven 12-2-11-097,State Senate,SD11,WF,Martin Looney,41
New Haven,New Haven 13-0-11-097,State Senate,SD11,WF,Martin Looney,70
New Haven,New Haven 14-1-11-095,State Senate,SD11,WF,Martin Looney,47
New Haven,New Haven 15-1-11-095,State Senate,SD11,WF,Martin Looney,32
New Haven,New Haven 16-0-11-095,State Senate,SD11,WF,Martin Looney,12
New Haven,New Haven 17-0-11-097,State Senate,SD11,WF,Martin Looney,67
New Haven,New Haven 18-0-11-097,State Senate,SD11,WF,Martin Looney,124
New Haven,New Haven 19-1-10-094,State Senate,SD10,WF,Gary Winfield,25
New Haven,New Haven 19-2-11-094,State Senate,SD11,WF,Martin Looney,33
New Haven,New Haven 20-2-10-094,State Senate,SD10,WF,Gary Winfield,41
New Haven,New Haven 21-1-10-093,State Senate,SD10,WF,Gary Winfield,12
New Haven,New Haven 22-1-10-093,State Senate,SD10,WF,Gary Winfield,20
New Haven,New Haven 22-2-10-094,State Senate,SD10,WF,Gary Winfield,24
New Haven,New Haven 23-0-10-092,State Senate,SD10,WF,Gary Winfield,42
New Haven,New Haven 24-0-10-092,State Senate,SD10,WF,Gary Winfield,49
New Haven,New Haven 25-0-10-092,State Senate,SD10,WF,Gary Winfield,136
New Haven,New Haven 26-0-10-092,State Senate,SD10,WF,Gary Winfield,73
New Haven,New Haven 27-1-10-092,State Senate,SD10,WF,Gary Winfield,42
New Haven,New Haven 28-0-10-093,State Senate,SD10,WF,Gary Winfield,44
New Haven,New Haven 29-0-10-093,State Senate,SD10,WF,Gary Winfield,33
New Haven,New Haven 30-1-10-093,State Senate,SD10,WF,Gary Winfield,5
New Haven,New Haven 30-2-10-093,State Senate,SD10,WF,Gary Winfield,14
New Haven,New Haven CT SD10 Total,State Senate,SD10,WF,Gary Winfield,722
New Haven,New Haven CT SD11 Total,State Senate,SD11,WF,Martin Looney,943
New Haven,New Haven 01-2-11-094,State Senate,SD11,UNK,Martin Looney,0
New Haven,New Haven 02-2-10-093,State Senate,SD10,UNK,Gary Winfield,14
New Haven,New Haven 03-1-10-092,State Senate,SD10,UNK,Gary Winfield,17
New Haven,New Haven 03-2-10-093,State Senate,SD10,UNK,Gary Winfield,1
New Haven,New Haven 04-1-10-095,State Senate,SD10,UNK,Gary Winfield,13
New Haven,New Haven 04-2-10-116,State Senate,SD10,UNK,Gary Winfield,1
New Haven,New Haven 05-0-10-095,State Senate,SD10,UNK,Gary Winfield,10
New Haven,New Haven 06-2-11-095,State Senate,SD10,UNK,Gary Winfield,14
New Haven,New Haven 06-3-11-095,State Senate,SD11,UNK,Martin Looney,1
New Haven,New Haven 07-2-11-096,State Senate,SD11,UNK,Martin Looney,7
New Haven,New Haven 08-1-11-095,State Senate,SD11,UNK,Martin Looney,9
New Haven,New Haven 08-2-11-096,State Senate,SD11,UNK,Martin Looney,10
New Haven,New Haven 09-2-11-096,State Senate,SD11,UNK,Martin Looney,12
New Haven,New Haven 10-0-11-096,State Senate,SD11,UNK,Martin Looney,12
New Haven,New Haven 11-1-11-097,State Senate,SD11,UNK,Martin Looney,21
New Haven,New Haven 11-2-11-097,State Senate,SD11,UNK,Martin Looney,7
New Haven,New Haven 11-3-11-097,State Senate,SD11,UNK,Martin Looney,46
New Haven,New Haven 12-1-11-096,State Senate,SD11,UNK,Martin Looney,7
New Haven,New Haven 12-2-11-097,State Senate,SD11,UNK,Martin Looney,21
New Haven,New Haven 13-0-11-097,State Senate,SD11,UNK,Martin Looney,14
New Haven,New Haven 14-1-11-095,State Senate,SD11,UNK,Martin Looney,11
New Haven,New Haven 15-1-11-095,State Senate,SD11,UNK,Martin Looney,20
New Haven,New Haven 16-0-11-095,State Senate,SD11,UNK,Martin Looney,12
New Haven,New Haven 17-0-11-097,State Senate,SD11,UNK,Martin Looney,15
New Haven,New Haven 18-0-11-097,State Senate,SD11,UNK,Martin Looney,20
New Haven,New Haven 19-1-10-094,State Senate,SD10,UNK,Gary Winfield,10
New Haven,New Haven 19-2-11-094,State Senate,SD11,UNK,Martin Looney,1
New Haven,New Haven 20-2-10-094,State Senate,SD10,UNK,Gary Winfield,67
New Haven,New Haven 21-1-10-093,State Senate,SD10,UNK,Gary Winfield,20
New Haven,New Haven 22-1-10-093,State Senate,SD10,UNK,Gary Winfield,16
New Haven,New Haven 22-2-10-094,State Senate,SD10,UNK,Gary Winfield,14
New Haven,New Haven 23-0-10-092,State Senate,SD10,UNK,Gary Winfield,16
New Haven,New Haven 24-0-10-092,State Senate,SD10,UNK,Gary Winfield,13
New Haven,New Haven 25-0-10-092,State Senate,SD10,UNK,Gary Winfield,13
New Haven,New Haven 26-0-10-092,State Senate,SD10,UNK,Gary Winfield,28
New Haven,New Haven 27-1-10-092,State Senate,SD10,UNK,Gary Winfield,24
New Haven,New Haven 28-0-10-093,State Senate,SD10,UNK,Gary Winfield,40
New Haven,New Haven 29-0-10-093,State Senate,SD10,UNK,Gary Winfield,16
New Haven,New Haven 30-1-10-093,State Senate,SD10,UNK,Gary Winfield,5
New Haven,New Haven 30-2-10-093,State Senate,SD10,UNK,Gary Winfield,28
New Haven,New Haven CT SD10 Total,State Senate,SD10,UNK,Gary Winfield,380
New Haven,New Haven CT SD11 Total,State Senate,SD11,UNK,Martin Looney,246
New Haven,New Haven 01-2-11-094,Assembly,AD094,D,Robyn Porter,206
New Haven,New Haven 01-2-11-094,Assembly,AD094,WF,Robyn Porter,8
New Haven,New Haven 01-2-11-094,Assembly,AD094,GRN,Daniel Olszta,14
New Haven,New Haven 02-2-10-093,Assembly,AD093,D,Toni Walker,659
New Haven,New Haven 03-1-10-092,Assembly,AD092,R,James O'Connell,26
New Haven,New Haven 03-1-10-092,Assembly,AD092,D,Patricia Dillon,396
New Haven,New Haven 03-1-10-092,Assembly,AD092,WF,Patricia Dillon,11
New Haven,New Haven 03-1-10-092,Assembly,AD092,UNK,Patricia Dillon,16
New Haven,New Haven 03-2-10-093,Assembly,AD093,D,Toni Walker,98
New Haven,New Haven 04-1-10-095,Assembly,AD095,D,Juan Candelaria,419
New Haven,New Haven 04-2-10-116,Assembly,AD116,R,Steve Mullins,7
New Haven,New Haven 04-2-10-116,Assembly,AD116,D,Louis Esposito,112
New Haven,New Haven 04-2-10-116,Assembly,AD116,WF,Louis Esposito,3
New Haven,New Haven 04-2-10-116,Assembly,AD116,IND,Steve Mullins,5
New Haven,New Haven 04-2-10-116,Assembly,AD116,UNK,Louis Esposito,2
New Haven,New Haven 04-2-10-116,Assembly,AD116,PC,Aaron Haley,1
New Haven,New Haven 05-0-10-095,Assembly,AD095,D,Juan Candelaria,512
New Haven,New Haven 06-2-11-095,Assembly,AD095,D,Juan Candelaria,394
New Haven,New Haven 06-3-11-095,Assembly,AD095,D,Juan Candelaria,118
New Haven,New Haven 07-2-11-096,Assembly,AD096,D,Roland Lemar,1264
New Haven,New Haven 07-2-11-096,Assembly,AD096,WF,Roland Lemar,115
New Haven,New Haven 07-2-11-096,Assembly,AD096,UNK,Roland Lemar,4
New Haven,New Haven 08-1-11-095,Assembly,AD095,D,Juan Candelaria,164
New Haven,New Haven 08-2-11-096,Assembly,AD096,D,Roland Lemar,624
New Haven,New Haven 08-2-11-096,Assembly,AD096,WF,Roland Lemar,89
New Haven,New Haven 08-2-11-096,Assembly,AD096,UNK,Roland Lemar,6
New Haven,New Haven 09-2-11-096,Assembly,AD096,D,Roland Lemar,666
New Haven,New Haven 09-2-11-096,Assembly,AD096,WF,Roland Lemar,99
New Haven,New Haven 09-2-11-096,Assembly,AD096,UNK,Roland Lemar,10
New Haven,New Haven 10-0-11-096,Assembly,AD096,D,Roland Lemar,1078
New Haven,New Haven 10-0-11-096,Assembly,AD096,WF,Roland Lemar,135
New Haven,New Haven 10-0-11-096,Assembly,AD096,UNK,Roland Lemar,9
New Haven,New Haven 11-1-11-097,Assembly,AD097,R,John Cirello,94
New Haven,New Haven 11-1-11-097,Assembly,AD097,IND,John Cirello,16
New Haven,New Haven 11-1-11-097,Assembly,AD097,UNK,John Cirello,0
New Haven,New Haven 11-1-11-097,Assembly,AD097,D,Robert Megna,490
New Haven,New Haven 11-1-11-097,Assembly,AD097,WF,Robert Megna,11
New Haven,New Haven 11-1-11-097,Assembly,AD097,UNK,Robert Megna,19
New Haven,New Haven 11-2-11-097,Assembly,AD097,R,John Cirello,35
New Haven,New Haven 11-2-11-097,Assembly,AD097,IND,John Cirello,12
New Haven,New Haven 11-2-11-097,Assembly,AD097,UNK,John Cirello,1
New Haven,New Haven 11-2-11-097,Assembly,AD097,D,Robert Megna,129
New Haven,New Haven 11-2-11-097,Assembly,AD097,WF,Robert Megna,13
New Haven,New Haven 11-2-11-097,Assembly,AD097,UNK,Robert Megna,7
New Haven,New Haven 11-3-11-097,Assembly,AD097,R,John Cirello,36
New Haven,New Haven 11-3-11-097,Assembly,AD097,IND,John Cirello,5
New Haven,New Haven 11-3-11-097,Assembly,AD097,UNK,John Cirello,1
New Haven,New Haven 11-3-11-097,Assembly,AD097,D,Robert Megna,167
New Haven,New Haven 11-3-11-097,Assembly,AD097,WF,Robert Megna,12
New Haven,New Haven 11-3-11-097,Assembly,AD097,UNK,Robert Megna,44
New Haven,New Haven 12-1-11-096,Assembly,AD096,D,Roland Lemar,176
New Haven,New Haven 12-1-11-096,Assembly,AD096,WF,Roland Lemar,8
New Haven,New Haven 12-1-11-096,Assembly,AD096,UNK,Roland Lemar,8
New Haven,New Haven 12-2-11-097,Assembly,AD097,R,John Cirello,58
New Haven,New Haven 12-2-11-097,Assembly,AD097,IND,John Cirello,13
New Haven,New Haven 12-2-11-097,Assembly,AD097,UNK,John Cirello,1
New Haven,New Haven 12-2-11-097,Assembly,AD097,D,Robert Megna,425
New Haven,New Haven 12-2-11-097,Assembly,AD097,WF,Robert Megna,31
New Haven,New Haven 12-2-11-097,Assembly,AD097,UNK,Robert Megna,18
New Haven,New Haven 13-0-11-097,Assembly,AD097,R,John Cirello,132
New Haven,New Haven 13-0-11-097,Assembly,AD097,IND,John Cirello,34
New Haven,New Haven 13-0-11-097,Assembly,AD097,UNK,John Cirello,1
New Haven,New Haven 13-0-11-097,Assembly,AD097,D,Robert Megna,613
New Haven,New Haven 13-0-11-097,Assembly,AD097,WF,Robert Megna,54
New Haven,New Haven 13-0-11-097,Assembly,AD097,UNK,Robert Megna,11
New Haven,New Haven 14-1-11-095,Assembly,AD095,D,Juan Candelaria,469
New Haven,New Haven 15-1-11-095,Assembly,AD095,D,Juan Candelaria,417
New Haven,New Haven 16-0-11-095,Assembly,AD095,D,Juan Candelaria,398
New Haven,New Haven 17-0-11-097,Assembly,AD097,R,John Cirello,228
New Haven,New Haven 17-0-11-097,Assembly,AD097,IND,John Cirello,41
New Haven,New Haven 17-0-11-097,Assembly,AD097,UNK,John Cirello,1
New Haven,New Haven 17-0-11-097,Assembly,AD097,D,Robert Megna,647
New Haven,New Haven 17-0-11-097,Assembly,AD097,WF,Robert Megna,32
New Haven,New Haven 17-0-11-097,Assembly,AD097,UNK,Robert Megna,12
New Haven,New Haven 18-0-11-097,Assembly,AD097,R,John Cirello,460
New Haven,New Haven 18-0-11-097,Assembly,AD097,IND,John Cirello,91
New Haven,New Haven 18-0-11-097,Assembly,AD097,UNK,John Cirello,7
New Haven,New Haven 18-0-11-097,Assembly,AD097,D,Robert Megna,747
New Haven,New Haven 18-0-11-097,Assembly,AD097,WF,Robert Megna,59
New Haven,New Haven 18-0-11-097,Assembly,AD097,UNK,Robert Megna,13
New Haven,New Haven 19-1-10-094,Assembly,AD094,D,Robyn Porter,260
New Haven,New Haven 19-1-10-094,Assembly,AD094,WF,Robyn Porter,17
New Haven,New Haven 19-1-10-094,Assembly,AD094,UNK,Robyn Porter,9
New Haven,New Haven 19-1-10-094,Assembly,AD094,GRN,Daniel Olszta,17
New Haven,New Haven 19-2-11-094,Assembly,AD094,D,Robyn Porter,391
New Haven,New Haven 19-2-11-094,Assembly,AD094,WF,Robyn Porter,30
New Haven,New Haven 19-2-11-094,Assembly,AD094,UNK,Robyn Porter,1
